,Time,Displacement,Force,Strain 1
1655,33.08,0.551,0.9928,0.1828
1656,33.1,0.5513,0.993,0.1829
1657,33.12,0.5516,0.9936,0.183
1658,33.14,0.5519,0.9943,0.183
1659,33.16,0.5523,0.9945,0.1831
1660,33.18,0.5526,0.9949,0.1832
1661,33.2,0.553,0.9952,0.1833
1662,33.22,0.5533,0.9956,0.1835
1663,33.24,0.5537,0.997,0.1836
1664,33.26,0.554,0.9978,0.1836
1665,33.28,0.5544,0.9982,0.1837
1666,33.3,0.5547,0.9986,0.1838
1667,33.32,0.555,0.9987,0.1839
1668,33.34,0.5554,0.9993,0.184
1669,33.36,0.5557,0.9994,0.184
1670,33.38,0.556,0.999,0.1841
1671,33.4,0.5563,0.9989,0.1842
1672,33.42,0.5567,0.9992,0.1843
1673,33.44,0.557,1.0005,0.1844
1674,33.46,0.5573,1.0012,0.1844
1675,33.48,0.5577,1.0008,0.1845
1676,33.5,0.558,1.0013,0.1846
1677,33.52,0.5583,1.0019,0.1847
1678,33.54,0.5586,1.0022,0.1848
1679,33.56,0.559,1.003,0.1849
1680,33.58,0.5593,1.0036,0.1849
1681,33.6,0.5596,1.0035,0.185
1682,33.62,0.56,1.004,0.1851
1683,33.64,0.5603,1.005,0.1852
1684,33.66,0.5607,1.0048,0.1853
1685,33.68,0.561,1.0049,0.1853
1686,33.7,0.5613,1.005,0.1855
1687,33.72,0.5617,1.0059,0.1856
1688,33.74,0.562,1.0063,0.1857
1689,33.76,0.5623,1.0067,0.1857
1690,33.78,0.5627,1.0066,0.1858
1691,33.8,0.563,1.007,0.1859
1692,33.82,0.5633,1.0083,0.186
1693,33.84,0.5637,1.009,0.1861
1694,33.86,0.564,1.0089,0.1862
1695,33.88,0.5643,1.0089,0.1862
1696,33.9,0.5646,1.0088,0.1864
1697,33.92,0.5649,1.0087,0.1864
1698,33.94,0.5653,1.0095,0.1865
1699,33.96,0.5656,1.0102,0.1866
1700,33.98,0.5659,1.0105,0.1867
1701,34.0,0.5663,1.0108,0.1867
1702,34.02,0.5666,1.0116,0.1868
1703,34.04,0.567,1.0122,0.187
1704,34.06,0.5674,1.0126,0.1871
1705,34.08,0.5677,1.0129,0.1872
1706,34.1,0.568,1.0127,0.1872
1707,34.12,0.5684,1.0132,0.1873
1708,34.14,0.5687,1.0136,0.1874
1709,34.16,0.569,1.014,0.1875
1710,34.18,0.5694,1.0148,0.1876
1711,34.2,0.5697,1.0162,0.1877
1712,34.22,0.57,1.0166,0.1878
1713,34.24,0.5704,1.0169,0.1878
1714,34.26,0.5707,1.0175,0.1879
1715,34.28,0.571,1.0173,0.188
1716,34.3,0.5713,1.0171,0.1881
1717,34.32,0.5716,1.0172,0.1882
1718,34.34,0.572,1.0176,0.1883
1719,34.36,0.5723,1.0177,0.1884
1720,34.38,0.5726,1.0189,0.1885
1721,34.4,0.573,1.0204,0.1886
1722,34.42,0.5733,1.0206,0.1886
1723,34.44,0.5737,1.0203,0.1887
1724,34.46,0.574,1.0198,0.1889
1725,34.48,0.5744,1.0199,0.1889
1726,34.5,0.5747,1.0206,0.189
1727,34.52,0.575,1.0218,0.1891
1728,34.54,0.5754,1.0223,0.1892
1729,34.56,0.5757,1.022,0.1893
1730,34.58,0.576,1.0222,0.1894
1731,34.6,0.5764,1.0233,0.1895
1732,34.62,0.5767,1.0244,0.1896
1733,34.64,0.577,1.0237,0.1897
1734,34.66,0.5774,1.0237,0.1897
1735,34.68,0.5777,1.0236,0.1898
1736,34.7,0.578,1.0243,0.1899
1737,34.72,0.5783,1.0249,0.19
1738,34.74,0.5786,1.0252,0.19
1739,34.76,0.579,1.0256,0.1901
1740,34.78,0.5793,1.0254,0.1902
1741,34.8,0.5796,1.0266,0.1903
1742,34.82,0.58,1.0271,0.1904
1743,34.84,0.5803,1.0269,0.1905
1744,34.86,0.5807,1.0271,0.1906
1745,34.88,0.581,1.0286,0.1907
1746,34.9,0.5814,1.0292,0.1908
1747,34.92,0.5817,1.0294,0.1909
1748,34.94,0.582,1.0297,0.191
1749,34.96,0.5824,1.0303,0.191
1750,34.98,0.5827,1.0308,0.1911
1751,35.0,0.583,1.031,0.1912
1752,35.02,0.5834,1.0313,0.1913
1753,35.04,0.5837,1.0315,0.1914
1754,35.06,0.584,1.0324,0.1914
1755,35.08,0.5843,1.0319,0.1915
1756,35.1,0.5847,1.0325,0.1917
1757,35.12,0.585,1.0325,0.1918
1758,35.14,0.5853,1.0329,0.1918
1759,35.16,0.5856,1.0335,0.1919
1760,35.18,0.586,1.0342,0.192
1761,35.2,0.5863,1.0352,0.1921
1762,35.22,0.5866,1.0352,0.1922
1763,35.24,0.587,1.0357,0.1923
1764,35.26,0.5873,1.0365,0.1924
1765,35.28,0.5877,1.0364,0.1925
1766,35.3,0.588,1.0366,0.1926
1767,35.32,0.5883,1.0372,0.1927
1768,35.34,0.5887,1.0378,0.1927
1769,35.36,0.589,1.0389,0.1928
1770,35.38,0.5893,1.039,0.1929
1771,35.4,0.5897,1.0391,0.193
1772,35.42,0.59,1.0392,0.1931
1773,35.44,0.5903,1.0397,0.1932
1774,35.46,0.5907,1.04,0.1933
1775,35.48,0.591,1.0395,0.1934
1776,35.5,0.5913,1.0395,0.1934
1777,35.52,0.5916,1.0407,0.1935
1778,35.54,0.592,1.0406,0.1936
1779,35.56,0.5923,1.0412,0.1937
1780,35.58,0.5926,1.042,0.1938
1781,35.6,0.593,1.0422,0.1938
1782,35.62,0.5933,1.0429,0.194
1783,35.64,0.5937,1.0433,0.1941
1784,35.66,0.594,1.0434,0.1942
1785,35.68,0.5944,1.0442,0.1943
1786,35.7,0.5947,1.0448,0.1943
1787,35.72,0.595,1.045,0.1944
1788,35.74,0.5954,1.045,0.1945
1789,35.76,0.5957,1.0454,0.1946
1790,35.78,0.596,1.046,0.1947
1791,35.8,0.5963,1.0466,0.1948
1792,35.82,0.5967,1.0473,0.1949
1793,35.84,0.597,1.047,0.195
1794,35.86,0.5973,1.0469,0.195
1795,35.88,0.5976,1.0477,0.1951
1796,35.9,0.598,1.0484,0.1952
1797,35.92,0.5983,1.049,0.1953
1798,35.94,0.5986,1.0495,0.1954
1799,35.96,0.599,1.0491,0.1955
1800,35.98,0.5993,1.0494,0.1956
1801,36.0,0.5996,1.0503,0.1957
1802,36.02,0.6,1.051,0.1958
1803,36.04,0.6003,1.0515,0.1959
1804,36.06,0.6007,1.0519,0.196
1805,36.08,0.601,1.0522,0.1961
1806,36.1,0.6014,1.0524,0.1962
1807,36.12,0.6017,1.0527,0.1963
1808,36.14,0.602,1.0532,0.1964
1809,36.16,0.6024,1.0533,0.1965
1810,36.18,0.6027,1.0539,0.1966
1811,36.2,0.603,1.0548,0.1966
1812,36.22,0.6034,1.0545,0.1967
1813,36.24,0.6037,1.0556,0.1968
1814,36.26,0.604,1.0559,0.1969
1815,36.28,0.6044,1.0559,0.197
1816,36.3,0.6047,1.0562,0.197
1817,36.32,0.605,1.0567,0.1971
1818,36.34,0.6053,1.0568,0.1972
1819,36.36,0.6056,1.0572,0.1973
1820,36.38,0.606,1.0573,0.1974
1821,36.4,0.6063,1.0578,0.1974
1822,36.42,0.6067,1.0589,0.1975
1823,36.44,0.607,1.0597,0.1977
1824,36.46,0.6074,1.0596,0.1978
1825,36.48,0.6077,1.0595,0.1979
1826,36.5,0.608,1.06,0.198
1827,36.52,0.6084,1.0604,0.1981
1828,36.54,0.6087,1.0605,0.1982
1829,36.56,0.609,1.0613,0.1982
1830,36.58,0.6093,1.0616,0.1983
1831,36.6,0.6097,1.0617,0.1984
1832,36.62,0.61,1.0622,0.1985
1833,36.64,0.6103,1.063,0.1986
1834,36.66,0.6107,1.0631,0.1987
1835,36.68,0.611,1.0635,0.1988
1836,36.7,0.6113,1.0639,0.1989
1837,36.72,0.6116,1.0642,0.1989
1838,36.74,0.6119,1.065,0.199
1839,36.76,0.6123,1.0652,0.1991
1840,36.78,0.6126,1.0661,0.1992
1841,36.8,0.613,1.0669,0.1993
1842,36.82,0.6133,1.067,0.1994
1843,36.84,0.6137,1.0664,0.1995
1844,36.86,0.614,1.067,0.1996
1845,36.88,0.6144,1.068,0.1997
1846,36.9,0.6147,1.0692,0.1998
1847,36.92,0.615,1.0688,0.1999
1848,36.94,0.6154,1.0686,0.1999
1849,36.96,0.6157,1.0692,0.2
1850,36.98,0.616,1.0696,0.2001
1851,37.0,0.6163,1.0699,0.2002
1852,37.02,0.6167,1.0707,0.2003
1853,37.04,0.617,1.0713,0.2004
1854,37.06,0.6173,1.0716,0.2005
1855,37.08,0.6176,1.0723,0.2005
1856,37.1,0.618,1.0727,0.2006
1857,37.12,0.6183,1.0727,0.2007
1858,37.14,0.6186,1.072,0.2008
1859,37.16,0.6189,1.0719,0.2009
1860,37.18,0.6193,1.0733,0.201
1861,37.2,0.6196,1.0743,0.2011
1862,37.22,0.62,1.0742,0.2012
1863,37.24,0.6203,1.0743,0.2013
1864,37.26,0.6207,1.0752,0.2015
1865,37.28,0.621,1.076,0.2016
1866,37.3,0.6214,1.0767,0.2016
1867,37.32,0.6217,1.0767,0.2017
1868,37.34,0.622,1.0768,0.2018
1869,37.36,0.6224,1.0777,0.2018
1870,37.38,0.6227,1.0781,0.2019
1871,37.4,0.623,1.0784,0.202
1872,37.42,0.6234,1.0788,0.2021
1873,37.44,0.6237,1.079,0.2022
1874,37.46,0.624,1.0795,0.2023
1875,37.48,0.6243,1.0795,0.2024
1876,37.5,0.6246,1.0799,0.2025
1877,37.52,0.625,1.0811,0.2025
1878,37.54,0.6253,1.0811,0.2026
1879,37.56,0.6256,1.0807,0.2027
1880,37.58,0.6259,1.08,0.2028
1881,37.6,0.6263,1.0806,0.2029
1882,37.62,0.6266,1.0823,0.203
1883,37.64,0.627,1.0827,0.2031
1884,37.66,0.6274,1.0826,0.2032
1885,37.68,0.6277,1.0832,0.2033
1886,37.7,0.6281,1.0846,0.2034
1887,37.72,0.6284,1.085,0.2035
1888,37.74,0.6287,1.0856,0.2036
1889,37.76,0.629,1.0855,0.2037
1890,37.78,0.6294,1.0854,0.2038
1891,37.8,0.6297,1.0858,0.2039
1892,37.82,0.63,1.0864,0.204
1893,37.84,0.6304,1.0875,0.204
1894,37.86,0.6307,1.0878,0.2041
1895,37.88,0.631,1.0879,0.2042
1896,37.9,0.6313,1.0875,0.2043
1897,37.92,0.6316,1.0879,0.2043
1898,37.94,0.6319,1.0885,0.2044
1899,37.96,0.6323,1.0893,0.2045
1900,37.98,0.6326,1.09,0.2046
1901,38.0,0.6329,1.0908,0.2047
1902,38.02,0.6333,1.0908,0.2049
1903,38.04,0.6337,1.0902,0.205
1904,38.06,0.634,1.091,0.2051
1905,38.08,0.6344,1.0916,0.2052
1906,38.1,0.6347,1.0921,0.2052
1907,38.12,0.635,1.0921,0.2053
1908,38.14,0.6354,1.0927,0.2055
1909,38.16,0.6357,1.0928,0.2055
1910,38.18,0.636,1.0947,0.2056
1911,38.2,0.6364,1.0952,0.2057
1912,38.22,0.6367,1.0949,0.2058
1913,38.24,0.637,1.0951,0.2059
1914,38.26,0.6374,1.095,0.206
1915,38.28,0.6377,1.0949,0.2061
1916,38.3,0.638,1.0956,0.2062
1917,38.32,0.6383,1.0967,0.2062
1918,38.34,0.6386,1.0976,0.2063
1919,38.36,0.639,1.0978,0.2064
1920,38.38,0.6393,1.0985,0.2065
1921,38.4,0.6396,1.0986,0.2066
1922,38.42,0.64,1.0987,0.2067
1923,38.44,0.6404,1.0986,0.2068
1924,38.46,0.6407,1.0995,0.2069
1925,38.48,0.641,1.1002,0.207
1926,38.5,0.6414,1.1005,0.207
1927,38.52,0.6417,1.1007,0.2071
1928,38.54,0.642,1.1004,0.2072
1929,38.56,0.6423,1.101,0.2073
1930,38.58,0.6427,1.1018,0.2074
1931,38.6,0.643,1.1019,0.2075
1932,38.62,0.6434,1.102,0.2076
1933,38.64,0.6437,1.1019,0.2077
1934,38.66,0.644,1.1032,0.2078
1935,38.68,0.6443,1.1039,0.2079
1936,38.7,0.6446,1.1034,0.2079
1937,38.72,0.645,1.104,0.208
1938,38.74,0.6453,1.1037,0.2081
1939,38.76,0.6456,1.1044,0.2082
1940,38.78,0.646,1.1056,0.2083
1941,38.8,0.6463,1.106,0.2084
1942,38.82,0.6467,1.1064,0.2085
1943,38.84,0.647,1.1067,0.2086
1944,38.86,0.6474,1.1074,0.2087
1945,38.88,0.6477,1.1076,0.2088
1946,38.9,0.6481,1.1077,0.209
1947,38.92,0.6484,1.1079,0.209
1948,38.94,0.6487,1.1089,0.2091
1949,38.96,0.649,1.1084,0.2092
1950,38.98,0.6494,1.1094,0.2093
1951,39.0,0.6497,1.1102,0.2093
1952,39.02,0.65,1.1095,0.2094
1953,39.04,0.6503,1.1104,0.2095
1954,39.06,0.6507,1.1109,0.2096
1955,39.08,0.651,1.1112,0.2096
1956,39.1,0.6513,1.1109,0.2098
1957,39.12,0.6516,1.1114,0.2099
1958,39.14,0.6519,1.1121,0.2099
1959,39.16,0.6523,1.1129,0.21
1960,39.18,0.6526,1.1132,0.2101
1961,39.2,0.653,1.1132,0.2102
1962,39.22,0.6533,1.1139,0.2103
1963,39.24,0.6537,1.1144,0.2105
1964,39.26,0.654,1.1153,0.2105
1965,39.28,0.6544,1.1157,0.2107
1966,39.3,0.6547,1.1165,0.2108
1967,39.32,0.655,1.1168,0.2108
1968,39.34,0.6553,1.1168,0.2109
1969,39.36,0.6557,1.1176,0.211
1970,39.38,0.656,1.1186,0.211
1971,39.4,0.6563,1.1185,0.2111
1972,39.42,0.6567,1.118,0.2112
1973,39.44,0.657,1.1187,0.2114
1974,39.46,0.6573,1.1187,0.2115
1975,39.48,0.6576,1.1187,0.2115
1976,39.5,0.658,1.12,0.2116
1977,39.52,0.6583,1.1203,0.2117
1978,39.54,0.6586,1.12,0.2118
1979,39.56,0.6589,1.1202,0.2119
1980,39.58,0.6593,1.1205,0.212
1981,39.6,0.6596,1.1208,0.2121
1982,39.62,0.66,1.1219,0.2121
1983,39.64,0.6604,1.123,0.2122
1984,39.66,0.6607,1.124,0.2123
1985,39.68,0.661,1.1234,0.2124
1986,39.7,0.6614,1.1231,0.2125
1987,39.72,0.6617,1.1234,0.2127
1988,39.74,0.662,1.1245,0.2128
1989,39.76,0.6623,1.1251,0.2128
1990,39.78,0.6627,1.1254,0.2129
1991,39.8,0.663,1.1257,0.213
1992,39.82,0.6633,1.1266,0.213
1993,39.84,0.6636,1.1264,0.2131
1994,39.86,0.664,1.1267,0.2132
1995,39.88,0.6643,1.127,0.2133
1996,39.9,0.6646,1.1276,0.2134
1997,39.92,0.6649,1.1288,0.2135
1998,39.94,0.6653,1.129,0.2136
1999,39.96,0.6656,1.129,0.2137
2000,39.98,0.666,1.1299,0.2138
2001,40.0,0.6663,1.1295,0.2139
2002,40.02,0.6667,1.1293,0.214
2003,40.04,0.6671,1.1303,0.2141
2004,40.06,0.6674,1.1314,0.2142
2005,40.08,0.6677,1.1319,0.2143
2006,40.1,0.668,1.1322,0.2144
2007,40.12,0.6684,1.1326,0.2145
2008,40.14,0.6687,1.1316,0.2146
2009,40.16,0.669,1.1321,0.2146
2010,40.18,0.6693,1.1333,0.2147
2011,40.2,0.6697,1.1336,0.2148
2012,40.22,0.67,1.1341,0.2149
2013,40.24,0.6703,1.1344,0.215
2014,40.26,0.6707,1.1347,0.2151
2015,40.28,0.671,1.1355,0.2151
2016,40.3,0.6713,1.1362,0.2152
2017,40.32,0.6716,1.1361,0.2153
2018,40.34,0.672,1.136,0.2154
2019,40.36,0.6723,1.1366,0.2155
2020,40.38,0.6726,1.1374,0.2157
2021,40.4,0.673,1.1381,0.2158
2022,40.42,0.6734,1.1385,0.2159
2023,40.44,0.6737,1.1386,0.216
2024,40.46,0.6741,1.1382,0.2161
2025,40.48,0.6744,1.1391,0.2162
2026,40.5,0.6747,1.1405,0.2163
2027,40.52,0.675,1.1413,0.2163
2028,40.54,0.6754,1.1418,0.2164
2029,40.56,0.6757,1.1415,0.2165
2030,40.58,0.676,1.1411,0.2166
2031,40.6,0.6763,1.1411,0.2167
2032,40.62,0.6767,1.1423,0.2168
2033,40.64,0.677,1.1431,0.2169
2034,40.66,0.6773,1.143,0.2169
2035,40.68,0.6776,1.1439,0.217
2036,40.7,0.6779,1.1437,0.2171
2037,40.72,0.6783,1.1433,0.2172
2038,40.74,0.6786,1.1434,0.2173
2039,40.76,0.6789,1.144,0.2174
2040,40.78,0.6793,1.1441,0.2175
2041,40.8,0.6796,1.145,0.2175
2042,40.82,0.68,1.1456,0.2176
2043,40.84,0.6803,1.1462,0.2178
2044,40.86,0.6807,1.1474,0.2179
2045,40.88,0.681,1.1478,0.218
2046,40.9,0.6813,1.1469,0.2181
2047,40.92,0.6817,1.1483,0.2182
2048,40.94,0.682,1.1485,0.2183
2049,40.96,0.6823,1.1481,0.2184
2050,40.98,0.6827,1.1486,0.2185
2051,41.0,0.683,1.1495,0.2185
2052,41.02,0.6834,1.1496,0.2187
2053,41.04,0.6837,1.1498,0.2188
2054,41.06,0.684,1.1505,0.2188
2055,41.08,0.6843,1.1509,0.2189
2056,41.1,0.6846,1.151,0.219
2057,41.12,0.685,1.1518,0.2191
2058,41.14,0.6853,1.1525,0.2192
2059,41.16,0.6856,1.1532,0.2193
2060,41.18,0.6859,1.1533,0.2194
2061,41.2,0.6863,1.1538,0.2195
2062,41.22,0.6867,1.1546,0.2196
2063,41.24,0.687,1.1551,0.2197
2064,41.26,0.6873,1.1553,0.2198
2065,41.28,0.6877,1.1548,0.2199
2066,41.3,0.688,1.1553,0.22
2067,41.32,0.6883,1.156,0.2201
2068,41.34,0.6887,1.1563,0.2201
2069,41.36,0.689,1.1562,0.2202
2070,41.38,0.6893,1.1567,0.2203
2071,41.4,0.6897,1.1572,0.2204
2072,41.42,0.69,1.1578,0.2205
2073,41.44,0.6903,1.158,0.2206
2074,41.46,0.6907,1.1586,0.2207
2075,41.48,0.691,1.1585,0.2208
2076,41.5,0.6913,1.1598,0.2209
2077,41.52,0.6916,1.1605,0.2209
2078,41.54,0.692,1.1605,0.221
2079,41.56,0.6923,1.1605,0.2211
2080,41.58,0.6926,1.1617,0.2212
2081,41.6,0.693,1.1624,0.2214
2082,41.62,0.6934,1.1623,0.2215
2083,41.64,0.6937,1.1621,0.2215
2084,41.66,0.6941,1.1631,0.2216
2085,41.68,0.6944,1.1636,0.2217
2086,41.7,0.6947,1.1634,0.2218
2087,41.72,0.695,1.1638,0.2219
2088,41.74,0.6953,1.1637,0.222
2089,41.76,0.6957,1.1642,0.2221
2090,41.78,0.696,1.1645,0.2222
2091,41.8,0.6963,1.1652,0.2223
2092,41.82,0.6967,1.1657,0.2224
2093,41.84,0.697,1.1666,0.2224
2094,41.86,0.6973,1.1667,0.2225
2095,41.88,0.6976,1.1661,0.2226
2096,41.9,0.6979,1.1669,0.2227
2097,41.92,0.6983,1.1679,0.2228
2098,41.94,0.6986,1.1675,0.2229
2099,41.96,0.6989,1.167,0.223
2100,41.98,0.6993,1.1684,0.223
2101,42.0,0.6996,1.1688,0.2232
2102,42.02,0.7,1.1696,0.2233
2103,42.04,0.7003,1.17,0.2233
2104,42.06,0.7007,1.171,0.2235
2105,42.08,0.701,1.1713,0.2236
2106,42.1,0.7013,1.1709,0.2237
2107,42.12,0.7017,1.1716,0.2238
2108,42.14,0.702,1.1727,0.2239
2109,42.16,0.7023,1.1733,0.2239
2110,42.18,0.7027,1.1731,0.224
2111,42.2,0.703,1.1733,0.2241
2112,42.22,0.7033,1.174,0.2242
2113,42.24,0.7037,1.1741,0.2243
2114,42.26,0.704,1.1751,0.2244
2115,42.28,0.7043,1.1754,0.2245
2116,42.3,0.7046,1.1752,0.2246
2117,42.32,0.7049,1.176,0.2247
2118,42.34,0.7053,1.1769,0.2248
2119,42.36,0.7056,1.177,0.2249
2120,42.38,0.706,1.1767,0.225
2121,42.4,0.7063,1.1764,0.225
2122,42.42,0.7067,1.1772,0.2251
2123,42.44,0.707,1.1782,0.2252
2124,42.46,0.7074,1.1783,0.2253
2125,42.48,0.7077,1.1792,0.2254
2126,42.5,0.708,1.1797,0.2255
2127,42.52,0.7083,1.1796,0.2256
2128,42.54,0.7087,1.1804,0.2257
2129,42.56,0.709,1.1803,0.2258
2130,42.58,0.7093,1.1802,0.2259
2131,42.6,0.7097,1.1817,0.226
2132,42.62,0.71,1.1821,0.2261
2133,42.64,0.7103,1.1826,0.2262
2134,42.66,0.7107,1.1825,0.2263
2135,42.68,0.711,1.1828,0.2263
2136,42.7,0.7113,1.1837,0.2264
2137,42.72,0.7116,1.1836,0.2265
2138,42.74,0.7119,1.184,0.2266
2139,42.76,0.7123,1.1842,0.2267
2140,42.78,0.7126,1.185,0.2268
2141,42.8,0.713,1.1856,0.2269
2142,42.82,0.7133,1.186,0.227
2143,42.84,0.7137,1.1868,0.2271
2144,42.86,0.714,1.1874,0.2272
2145,42.88,0.7143,1.1877,0.2273
2146,42.9,0.7147,1.1877,0.2274
2147,42.92,0.715,1.1882,0.2275
2148,42.94,0.7153,1.1886,0.2276
2149,42.96,0.7157,1.1883,0.2276
2150,42.98,0.716,1.1887,0.2277
2151,43.0,0.7163,1.1888,0.2278
2152,43.02,0.7167,1.1887,0.2279
2153,43.04,0.717,1.188,0.228
2154,43.06,0.7173,1.1882,0.2281
2155,43.08,0.7176,1.1896,0.2282
2156,43.1,0.718,1.1906,0.2283
2157,43.12,0.7183,1.1911,0.2284
2158,43.14,0.7186,1.1912,0.2284
2159,43.16,0.719,1.1923,0.2286
2160,43.18,0.7193,1.1942,0.2287
2161,43.2,0.7197,1.1945,0.2288
2162,43.22,0.72,1.1942,0.2289
2163,43.24,0.7204,1.194,0.229
2164,43.26,0.7207,1.195,0.2291
2165,43.28,0.721,1.1954,0.2292
2166,43.3,0.7214,1.1953,0.2293
2167,43.32,0.7217,1.1959,0.2294
2168,43.34,0.722,1.1963,0.2295
2169,43.36,0.7223,1.1965,0.2295
2170,43.38,0.7226,1.1978,0.2296
2171,43.4,0.723,1.1977,0.2297
2172,43.42,0.7233,1.1977,0.2298
2173,43.44,0.7236,1.1978,0.2299
2174,43.46,0.724,1.1984,0.23
2175,43.48,0.7243,1.1997,0.2301
2176,43.5,0.7246,1.2003,0.2301
2177,43.52,0.7249,1.2001,0.2302
2178,43.54,0.7253,1.1998,0.2303
2179,43.56,0.7256,1.2003,0.2304
2180,43.58,0.726,1.2006,0.2305
2181,43.6,0.7263,1.2014,0.2307
2182,43.62,0.7267,1.2022,0.2308
2183,43.64,0.727,1.2023,0.2309
2184,43.66,0.7274,1.2028,0.2309
2185,43.68,0.7277,1.2029,0.2311
2186,43.7,0.728,1.2041,0.2312
2187,43.72,0.7284,1.2034,0.2313
2188,43.74,0.7287,1.2037,0.2314
2189,43.76,0.729,1.2041,0.2314
2190,43.78,0.7293,1.2047,0.2315
2191,43.8,0.7297,1.2049,0.2316
2192,43.82,0.73,1.2058,0.2317
2193,43.84,0.7303,1.2063,0.2318
2194,43.86,0.7306,1.2067,0.2319
2195,43.88,0.7309,1.2066,0.2319
2196,43.9,0.7312,1.2063,0.232
2197,43.92,0.7316,1.2068,0.2321
2198,43.94,0.7319,1.207,0.2322
2199,43.96,0.7323,1.208,0.2323
2200,43.98,0.7326,1.209,0.2324
2201,44.0,0.733,1.2097,0.2326
2202,44.02,0.7334,1.2101,0.2327
2203,44.04,0.7337,1.2105,0.2328
2204,44.06,0.734,1.2108,0.2329
2205,44.08,0.7344,1.2111,0.233
2206,44.1,0.7347,1.2118,0.233
2207,44.12,0.735,1.212,0.2331
2208,44.14,0.7354,1.2123,0.2332
2209,44.16,0.7357,1.2129,0.2333
2210,44.18,0.736,1.213,0.2334
2211,44.2,0.7364,1.2137,0.2335
2212,44.22,0.7367,1.214,0.2336
2213,44.24,0.737,1.2145,0.2337
2214,44.26,0.7374,1.2147,0.2337
2215,44.28,0.7377,1.2147,0.2338
2216,44.3,0.738,1.2151,0.2339
2217,44.32,0.7383,1.2152,0.234
2218,44.34,0.7387,1.2166,0.2341
2219,44.36,0.739,1.217,0.2342
2220,44.38,0.7394,1.2177,0.2343
2221,44.4,0.7397,1.2184,0.2345
2222,44.42,0.7401,1.2185,0.2345
2223,44.44,0.7404,1.2187,0.2346
2224,44.46,0.7407,1.2187,0.2347
2225,44.48,0.741,1.2198,0.2348
2226,44.5,0.7414,1.22,0.2349
2227,44.52,0.7417,1.2194,0.235
2228,44.54,0.742,1.2188,0.2351
2229,44.56,0.7423,1.2202,0.2352
2230,44.58,0.7427,1.2213,0.2353
2231,44.6,0.743,1.2217,0.2354
2232,44.62,0.7433,1.2226,0.2355
2233,44.64,0.7437,1.2228,0.2356
2234,44.66,0.744,1.2218,0.2356
2235,44.68,0.7443,1.2223,0.2357
2236,44.7,0.7446,1.2227,0.2358
2237,44.72,0.7449,1.2229,0.2359
2238,44.74,0.7453,1.2237,0.236
2239,44.76,0.7456,1.2251,0.2361
2240,44.78,0.746,1.2252,0.2362
2241,44.8,0.7463,1.2257,0.2364
2242,44.82,0.7467,1.2258,0.2364
2243,44.84,0.747,1.2261,0.2365
2244,44.86,0.7474,1.2267,0.2366
2245,44.88,0.7477,1.2274,0.2367
2246,44.9,0.748,1.2276,0.2368
2247,44.92,0.7484,1.2278,0.2369
2248,44.94,0.7487,1.228,0.237
2249,44.96,0.749,1.2284,0.2371
2250,44.98,0.7494,1.2287,0.2372
2251,45.0,0.7497,1.2293,0.2372
2252,45.02,0.75,1.2294,0.2373
2253,45.04,0.7503,1.2292,0.2374
2254,45.06,0.7506,1.2297,0.2375
2255,45.08,0.7509,1.2298,0.2376
2256,45.1,0.7513,1.2307,0.2377
2257,45.12,0.7516,1.2309,0.2378
2258,45.14,0.7519,1.2311,0.2379
2259,45.16,0.7523,1.2323,0.238
2260,45.18,0.7526,1.2327,0.2381
2261,45.2,0.753,1.2333,0.2382
2262,45.22,0.7533,1.2341,0.2382
2263,45.24,0.7537,1.2341,0.2383
2264,45.26,0.754,1.2341,0.2385
2265,45.28,0.7543,1.2343,0.2386
2266,45.3,0.7547,1.2355,0.2387
2267,45.32,0.755,1.2366,0.2387
2268,45.34,0.7554,1.236,0.2388
2269,45.36,0.7557,1.2363,0.2389
2270,45.38,0.756,1.2365,0.2391
2271,45.4,0.7564,1.2366,0.2392
2272,45.42,0.7567,1.2367,0.2392
2273,45.44,0.757,1.2376,0.2393
2274,45.46,0.7573,1.2385,0.2394
2275,45.48,0.7576,1.2387,0.2395
2276,45.5,0.758,1.2389,0.2396
2277,45.52,0.7583,1.2398,0.2397
2278,45.54,0.7586,1.2399,0.2398
2279,45.56,0.759,1.2394,0.2399
2280,45.58,0.7593,1.24,0.2399
2281,45.6,0.7597,1.2408,0.24
2282,45.62,0.76,1.2413,0.2401
2283,45.64,0.7604,1.2414,0.2402
2284,45.66,0.7607,1.2412,0.2404
2285,45.68,0.761,1.2425,0.2404
2286,45.7,0.7614,1.2431,0.2405
2287,45.72,0.7617,1.2433,0.2406
2288,45.74,0.7621,1.244,0.2407
2289,45.76,0.7624,1.2443,0.2409
2290,45.78,0.7627,1.2434,0.241
2291,45.8,0.7631,1.2437,0.241
2292,45.82,0.7634,1.2445,0.2411
2293,45.84,0.7637,1.2451,0.2411
2294,45.86,0.764,1.2463,0.2412
2295,45.88,0.7643,1.2465,0.2414
2296,45.9,0.7647,1.2471,0.2415
2297,45.92,0.765,1.247,0.2416
2298,45.94,0.7653,1.2476,0.2417
2299,45.96,0.7657,1.2485,0.2418
2300,45.98,0.766,1.2477,0.2419
2301,46.0,0.7664,1.2484,0.242
2302,46.02,0.7667,1.2497,0.2421
2303,46.04,0.767,1.2507,0.2422
2304,46.06,0.7674,1.2514,0.2423
