,Time,Displacement,Force,Strain 1
1,0.0,0.0,0.0992,-0.0049
2,0.02,0.0,0.0993,-0.0049
3,0.04,0.0,0.0996,-0.005
4,0.06,0.0,0.0996,-0.0049
5,0.08,0.0001,0.0998,-0.0049
6,0.1,0.0002,0.0996,-0.0049
7,0.12,0.0002,0.0995,-0.0049
8,0.14,0.0003,0.0992,-0.0049
9,0.16,0.0004,0.0986,-0.0049
10,0.18,0.0006,0.0988,-0.0049
11,0.2,0.0008,0.0985,-0.0049
12,0.22,0.001,0.0987,-0.0048
13,0.24,0.0013,0.1,-0.0047
14,0.26,0.0017,0.1018,-0.0045
15,0.28,0.0022,0.1029,-0.0043
16,0.3,0.0028,0.1043,-0.0039
17,0.32,0.0034,0.1061,-0.0036
18,0.34,0.004,0.108,-0.0033
19,0.36,0.0046,0.11,-0.0029
20,0.38,0.0052,0.1115,-0.0026
21,0.4,0.0057,0.1131,-0.0024
22,0.42,0.0062,0.115,-0.0021
23,0.44,0.0067,0.1169,-0.0018
24,0.46,0.0071,0.118,-0.0016
25,0.48,0.0075,0.1187,-0.0014
26,0.5,0.0079,0.1199,-0.0012
27,0.52,0.0083,0.1212,-0.001
28,0.54,0.0087,0.1216,-0.0008
29,0.56,0.0091,0.1222,-0.0006
30,0.58,0.0095,0.123,-0.0004
31,0.6,0.0098,0.1239,-0.0002
32,0.62,0.0101,0.1246,-0.0001
33,0.64,0.0105,0.1253,0.0001
34,0.66,0.0108,0.1261,0.0002
35,0.68,0.0111,0.1267,0.0004
36,0.7,0.0114,0.1274,0.0006
37,0.72,0.0117,0.1278,0.0008
38,0.74,0.012,0.1288,0.0009
39,0.76,0.0123,0.131,0.0011
40,0.78,0.0126,0.1324,0.0012
41,0.8,0.013,0.1328,0.0014
42,0.82,0.0133,0.1329,0.0015
43,0.84,0.0136,0.1338,0.0017
44,0.86,0.0139,0.1355,0.0019
45,0.88,0.0142,0.1362,0.002
46,0.9,0.0146,0.1365,0.0022
47,0.92,0.0149,0.1371,0.0024
48,0.94,0.0153,0.138,0.0026
49,0.96,0.0157,0.1393,0.0028
50,0.98,0.016,0.1403,0.003
51,1.0,0.0164,0.1413,0.0031
52,1.02,0.0167,0.1416,0.0033
53,1.04,0.017,0.1426,0.0035
54,1.06,0.0174,0.1438,0.0037
55,1.08,0.0177,0.1445,0.0038
56,1.1,0.018,0.1465,0.004
57,1.12,0.0183,0.1469,0.0041
58,1.14,0.0187,0.1468,0.0043
59,1.16,0.019,0.1476,0.0044
60,1.18,0.0193,0.1489,0.0046
61,1.2,0.0197,0.1497,0.0048
62,1.22,0.02,0.1503,0.005
63,1.24,0.0203,0.1511,0.0051
64,1.26,0.0206,0.1518,0.0052
65,1.28,0.021,0.1533,0.0054
66,1.3,0.0213,0.1544,0.0056
67,1.32,0.0217,0.1559,0.0057
68,1.34,0.022,0.1563,0.0059
69,1.36,0.0224,0.1567,0.0061
70,1.38,0.0227,0.1584,0.0063
71,1.4,0.023,0.1586,0.0064
72,1.42,0.0234,0.1591,0.0066
73,1.44,0.0237,0.1596,0.0068
74,1.46,0.024,0.1596,0.0069
75,1.48,0.0244,0.1601,0.0071
76,1.5,0.0247,0.161,0.0073
77,1.52,0.025,0.1626,0.0074
78,1.54,0.0254,0.1638,0.0076
79,1.56,0.0257,0.1649,0.0077
80,1.58,0.026,0.1656,0.0079
81,1.6,0.0263,0.1664,0.008
82,1.62,0.0266,0.1674,0.0082
83,1.64,0.027,0.1683,0.0084
84,1.66,0.0273,0.1689,0.0085
85,1.68,0.0276,0.1692,0.0087
86,1.7,0.0279,0.1701,0.0089
87,1.72,0.0283,0.1715,0.009
88,1.74,0.0287,0.1732,0.0092
89,1.76,0.029,0.1737,0.0094
90,1.78,0.0294,0.1737,0.0096
91,1.8,0.0297,0.1741,0.0097
92,1.82,0.03,0.1754,0.0099
93,1.84,0.0304,0.1756,0.01
94,1.86,0.0307,0.176,0.0102
95,1.88,0.031,0.1775,0.0103
96,1.9,0.0314,0.1788,0.0105
97,1.92,0.0317,0.1794,0.0106
98,1.94,0.032,0.1803,0.0108
99,1.96,0.0324,0.1809,0.011
100,1.98,0.0327,0.1815,0.0111
101,2.0,0.033,0.1824,0.0113
102,2.02,0.0333,0.1835,0.0114
103,2.04,0.0336,0.1838,0.0116
104,2.06,0.0339,0.1843,0.0117
105,2.08,0.0343,0.1857,0.0119
106,2.1,0.0346,0.1868,0.012
107,2.12,0.035,0.1885,0.0122
108,2.14,0.0353,0.1884,0.0124
109,2.16,0.0357,0.1884,0.0125
110,2.18,0.036,0.1894,0.0127
111,2.2,0.0363,0.1901,0.0129
112,2.22,0.0367,0.1909,0.013
113,2.24,0.037,0.1915,0.0132
114,2.26,0.0374,0.1928,0.0133
115,2.28,0.0377,0.1938,0.0135
116,2.3,0.038,0.1939,0.0137
117,2.32,0.0384,0.1945,0.0138
118,2.34,0.0387,0.1957,0.014
119,2.36,0.039,0.1967,0.0141
120,2.38,0.0393,0.1973,0.0143
121,2.4,0.0397,0.1987,0.0144
122,2.42,0.04,0.1996,0.0146
123,2.44,0.0403,0.1994,0.0147
124,2.46,0.0406,0.1998,0.0149
125,2.48,0.0409,0.2013,0.0151
126,2.5,0.0413,0.2022,0.0152
127,2.52,0.0416,0.2026,0.0154
128,2.54,0.042,0.2041,0.0156
129,2.56,0.0424,0.2056,0.0157
130,2.58,0.0427,0.2067,0.0159
131,2.6,0.043,0.2062,0.0161
132,2.62,0.0434,0.2067,0.0162
133,2.64,0.0437,0.208,0.0163
134,2.66,0.044,0.2083,0.0165
135,2.68,0.0444,0.2088,0.0166
136,2.7,0.0447,0.2098,0.0168
137,2.72,0.045,0.2112,0.0169
138,2.74,0.0454,0.2121,0.0171
139,2.76,0.0457,0.2126,0.0173
140,2.78,0.046,0.2132,0.0174
141,2.8,0.0464,0.2146,0.0176
142,2.82,0.0467,0.2152,0.0177
143,2.84,0.047,0.2156,0.0179
144,2.86,0.0473,0.2161,0.018
145,2.88,0.0477,0.2177,0.0181
146,2.9,0.048,0.2185,0.0183
147,2.92,0.0483,0.2191,0.0185
148,2.94,0.0487,0.2196,0.0186
149,2.96,0.049,0.2198,0.0188
150,2.98,0.0494,0.2214,0.019
151,3.0,0.0497,0.2227,0.0191
152,3.02,0.05,0.2239,0.0193
153,3.04,0.0504,0.2246,0.0194
154,3.06,0.0507,0.2242,0.0196
155,3.08,0.051,0.2251,0.0197
156,3.1,0.0514,0.2266,0.0199
157,3.12,0.0517,0.2267,0.0201
158,3.14,0.052,0.227,0.0202
159,3.16,0.0524,0.2285,0.0204
160,3.18,0.0527,0.2292,0.0205
161,3.2,0.053,0.2295,0.0207
162,3.22,0.0533,0.2302,0.0208
163,3.24,0.0536,0.2311,0.021
164,3.26,0.054,0.2318,0.0211
165,3.28,0.0543,0.2322,0.0213
166,3.3,0.0547,0.2339,0.0214
167,3.32,0.055,0.2355,0.0216
168,3.34,0.0554,0.2358,0.0218
169,3.36,0.0557,0.2361,0.022
170,3.38,0.0561,0.2374,0.0221
171,3.4,0.0564,0.2382,0.0222
172,3.42,0.0567,0.2379,0.0224
173,3.44,0.057,0.2384,0.0225
174,3.46,0.0574,0.239,0.0227
175,3.48,0.0577,0.2392,0.0228
176,3.5,0.058,0.2408,0.023
177,3.52,0.0583,0.2419,0.0231
178,3.54,0.0587,0.243,0.0233
179,3.56,0.059,0.244,0.0234
180,3.58,0.0593,0.2441,0.0236
181,3.6,0.0596,0.2444,0.0237
182,3.62,0.06,0.2449,0.0239
183,3.64,0.0603,0.2451,0.0241
184,3.66,0.0606,0.2464,0.0242
185,3.68,0.061,0.247,0.0244
186,3.7,0.0613,0.2481,0.0245
187,3.72,0.0617,0.2493,0.0247
188,3.74,0.062,0.2496,0.0249
189,3.76,0.0624,0.2505,0.025
190,3.78,0.0627,0.2514,0.0251
191,3.8,0.063,0.2529,0.0253
192,3.82,0.0634,0.2544,0.0255
193,3.84,0.0637,0.2556,0.0256
194,3.86,0.064,0.2559,0.0258
195,3.88,0.0644,0.2553,0.0259
196,3.9,0.0647,0.2562,0.026
197,3.92,0.065,0.2574,0.0262
198,3.94,0.0654,0.2584,0.0264
199,3.96,0.0657,0.258,0.0265
200,3.98,0.066,0.2592,0.0266
201,4.0,0.0664,0.26,0.0268
202,4.02,0.0667,0.2604,0.0269
203,4.04,0.067,0.2612,0.027
204,4.06,0.0673,0.2617,0.0272
205,4.08,0.0676,0.2626,0.0274
206,4.1,0.068,0.2632,0.0275
207,4.12,0.0683,0.2642,0.0276
208,4.14,0.0687,0.2655,0.0278
209,4.16,0.069,0.2659,0.028
210,4.18,0.0694,0.2664,0.0281
211,4.2,0.0697,0.2672,0.0283
212,4.22,0.07,0.2677,0.0284
213,4.24,0.0704,0.2679,0.0285
214,4.26,0.0707,0.2693,0.0287
215,4.28,0.071,0.2704,0.0288
216,4.3,0.0714,0.2709,0.029
217,4.32,0.0717,0.2716,0.0291
218,4.34,0.072,0.2725,0.0293
219,4.36,0.0723,0.2732,0.0294
220,4.38,0.0727,0.274,0.0296
221,4.4,0.073,0.2746,0.0298
222,4.42,0.0733,0.2747,0.0299
223,4.44,0.0736,0.2752,0.03
224,4.46,0.074,0.2766,0.0301
225,4.48,0.0743,0.2772,0.0303
226,4.5,0.0747,0.2776,0.0305
227,4.52,0.075,0.2789,0.0306
228,4.54,0.0754,0.2796,0.0308
229,4.56,0.0757,0.2794,0.0309
230,4.58,0.0761,0.2805,0.0311
231,4.6,0.0764,0.2825,0.0313
232,4.62,0.0767,0.284,0.0314
233,4.64,0.077,0.2846,0.0315
234,4.66,0.0774,0.2843,0.0316
235,4.68,0.0777,0.2847,0.0318
236,4.7,0.078,0.2855,0.0319
237,4.72,0.0783,0.2853,0.032
238,4.74,0.0787,0.2861,0.0322
239,4.76,0.079,0.2871,0.0324
240,4.78,0.0793,0.2886,0.0325
241,4.8,0.0796,0.2892,0.0326
242,4.82,0.08,0.2894,0.0328
243,4.84,0.0803,0.2901,0.0329
244,4.86,0.0806,0.2903,0.0331
245,4.88,0.0809,0.291,0.0332
246,4.9,0.0813,0.2924,0.0333
247,4.92,0.0816,0.2936,0.0335
248,4.94,0.082,0.2943,0.0337
249,4.96,0.0824,0.295,0.0338
250,4.98,0.0827,0.2957,0.034
251,5.0,0.083,0.2955,0.0342
252,5.02,0.0834,0.2967,0.0343
253,5.04,0.0837,0.2981,0.0345
254,5.06,0.084,0.2984,0.0346
255,5.08,0.0844,0.2991,0.0347
256,5.1,0.0847,0.2994,0.0349
257,5.12,0.085,0.2999,0.035
258,5.14,0.0854,0.3016,0.0351
259,5.16,0.0857,0.303,0.0353
260,5.18,0.086,0.3036,0.0354
261,5.2,0.0863,0.3039,0.0356
262,5.22,0.0866,0.3045,0.0357
263,5.24,0.087,0.306,0.0358
264,5.26,0.0873,0.3071,0.036
265,5.28,0.0876,0.307,0.0361
266,5.3,0.088,0.3064,0.0363
267,5.32,0.0883,0.3077,0.0364
268,5.34,0.0887,0.3094,0.0365
269,5.36,0.089,0.3096,0.0367
270,5.38,0.0894,0.3107,0.0369
271,5.4,0.0897,0.3118,0.037
272,5.42,0.0901,0.3116,0.0372
273,5.44,0.0904,0.3122,0.0373
274,5.46,0.0907,0.3133,0.0374
275,5.48,0.091,0.3137,0.0375
276,5.5,0.0914,0.3136,0.0377
277,5.52,0.0917,0.3148,0.0378
278,5.54,0.092,0.3165,0.038
279,5.56,0.0923,0.3168,0.0381
280,5.58,0.0927,0.3169,0.0382
281,5.6,0.093,0.3177,0.0384
282,5.62,0.0933,0.3187,0.0385
283,5.64,0.0936,0.3192,0.0386
284,5.66,0.0939,0.32,0.0388
285,5.68,0.0943,0.3206,0.0389
286,5.7,0.0946,0.321,0.0391
287,5.72,0.095,0.3211,0.0392
288,5.74,0.0953,0.3225,0.0394
289,5.76,0.0957,0.323,0.0395
290,5.78,0.096,0.3239,0.0397
291,5.8,0.0964,0.3245,0.0398
292,5.82,0.0967,0.3254,0.0399
293,5.84,0.097,0.3262,0.0401
294,5.86,0.0973,0.327,0.0402
295,5.88,0.0977,0.3276,0.0404
296,5.9,0.098,0.3281,0.0405
297,5.92,0.0983,0.3291,0.0407
298,5.94,0.0987,0.3307,0.0408
299,5.96,0.099,0.3306,0.0409
300,5.98,0.0993,0.3299,0.041
301,6.0,0.0996,0.3306,0.0412
302,6.02,0.1,0.332,0.0413
303,6.04,0.1003,0.3329,0.0415
304,6.06,0.1006,0.3349,0.0416
305,6.08,0.1009,0.3356,0.0418
306,6.1,0.1013,0.3359,0.0419
307,6.12,0.1016,0.336,0.042
308,6.14,0.102,0.3366,0.0422
309,6.16,0.1023,0.3377,0.0423
310,6.18,0.1027,0.339,0.0425
311,6.2,0.103,0.3399,0.0426
312,6.22,0.1033,0.3398,0.0427
313,6.24,0.1037,0.3401,0.0429
314,6.26,0.104,0.3404,0.043
315,6.28,0.1043,0.3411,0.0431
316,6.3,0.1047,0.3417,0.0433
317,6.32,0.105,0.342,0.0434
318,6.34,0.1053,0.3433,0.0436
319,6.36,0.1057,0.3439,0.0437
320,6.38,0.106,0.3443,0.0439
321,6.4,0.1063,0.3453,0.044
322,6.42,0.1066,0.3456,0.0441
323,6.44,0.1069,0.3466,0.0442
324,6.46,0.1073,0.3471,0.0444
325,6.48,0.1076,0.3476,0.0445
326,6.5,0.108,0.3493,0.0447
327,6.52,0.1083,0.3499,0.0448
328,6.54,0.1087,0.3511,0.045
329,6.56,0.109,0.3509,0.0451
330,6.58,0.1094,0.3516,0.0453
331,6.6,0.1097,0.3531,0.0454
332,6.62,0.1101,0.3538,0.0456
333,6.64,0.1104,0.3543,0.0457
334,6.66,0.1107,0.3547,0.0458
335,6.68,0.111,0.355,0.0459
336,6.7,0.1114,0.356,0.0461
337,6.72,0.1117,0.3574,0.0462
338,6.74,0.112,0.358,0.0463
339,6.76,0.1123,0.3583,0.0465
340,6.78,0.1126,0.359,0.0466
341,6.8,0.113,0.3593,0.0468
342,6.82,0.1133,0.3589,0.0469
343,6.84,0.1136,0.3602,0.047
344,6.86,0.1139,0.3608,0.0471
345,6.88,0.1143,0.3618,0.0472
346,6.9,0.1146,0.3618,0.0474
347,6.92,0.115,0.3631,0.0475
348,6.94,0.1153,0.3641,0.0477
349,6.96,0.1157,0.3648,0.0479
350,6.98,0.116,0.3648,0.048
351,7.0,0.1164,0.3652,0.0481
352,7.02,0.1167,0.3666,0.0482
353,7.04,0.117,0.3679,0.0484
354,7.06,0.1173,0.3687,0.0485
355,7.08,0.1176,0.3694,0.0486
356,7.1,0.118,0.3706,0.0488
357,7.12,0.1183,0.3709,0.0489
358,7.14,0.1186,0.3714,0.049
359,7.16,0.119,0.3718,0.0492
360,7.18,0.1193,0.3714,0.0493
361,7.2,0.1196,0.372,0.0495
362,7.22,0.1199,0.374,0.0496
363,7.24,0.1202,0.3745,0.0497
364,7.26,0.1206,0.3751,0.0499
365,7.28,0.1209,0.3752,0.05
366,7.3,0.1213,0.3759,0.0501
367,7.32,0.1216,0.3771,0.0503
368,7.34,0.122,0.3779,0.0504
369,7.36,0.1224,0.379,0.0506
370,7.38,0.1227,0.38,0.0508
371,7.4,0.123,0.3802,0.0509
372,7.42,0.1233,0.3813,0.051
373,7.44,0.1237,0.3819,0.0511
374,7.46,0.124,0.3812,0.0513
375,7.48,0.1243,0.3814,0.0514
376,7.5,0.1246,0.3818,0.0515
377,7.52,0.125,0.3828,0.0517
378,7.54,0.1253,0.3832,0.0518
379,7.56,0.1256,0.3839,0.0519
380,7.58,0.1259,0.3848,0.052
381,7.6,0.1263,0.386,0.0521
382,7.62,0.1266,0.3868,0.0523
383,7.64,0.1269,0.3876,0.0524
384,7.66,0.1273,0.3885,0.0526
385,7.68,0.1276,0.389,0.0527
386,7.7,0.128,0.3895,0.0528
387,7.72,0.1283,0.3905,0.053
388,7.74,0.1287,0.3907,0.0531
389,7.76,0.1291,0.392,0.0533
390,7.78,0.1294,0.3926,0.0534
391,7.8,0.1297,0.3928,0.0535
392,7.82,0.13,0.3932,0.0537
393,7.84,0.1304,0.3936,0.0538
394,7.86,0.1307,0.3941,0.0539
395,7.88,0.131,0.3956,0.0541
396,7.9,0.1314,0.3957,0.0542
397,7.92,0.1317,0.396,0.0543
398,7.94,0.132,0.3968,0.0545
399,7.96,0.1323,0.3973,0.0546
400,7.98,0.1327,0.3984,0.0547
401,8.0,0.133,0.4003,0.0549
402,8.02,0.1333,0.4004,0.055
403,8.04,0.1336,0.4013,0.0552
404,8.06,0.134,0.4021,0.0553
405,8.08,0.1343,0.4026,0.0554
406,8.1,0.1347,0.4028,0.0555
407,8.12,0.135,0.4025,0.0557
408,8.14,0.1354,0.4034,0.0559
409,8.16,0.1357,0.4043,0.056
410,8.18,0.1361,0.4045,0.0562
411,8.2,0.1364,0.4055,0.0563
412,8.22,0.1367,0.4064,0.0564
413,8.24,0.137,0.4077,0.0565
414,8.26,0.1374,0.4071,0.0567
415,8.28,0.1377,0.4077,0.0568
416,8.3,0.138,0.4085,0.0569
417,8.32,0.1383,0.4093,0.057
418,8.34,0.1387,0.4103,0.0572
419,8.36,0.139,0.4106,0.0573
420,8.38,0.1393,0.4108,0.0574
421,8.4,0.1396,0.4115,0.0575
422,8.42,0.1399,0.4126,0.0576
423,8.44,0.1403,0.4132,0.0578
424,8.46,0.1406,0.4137,0.0579
425,8.48,0.1409,0.414,0.0581
426,8.5,0.1413,0.4151,0.0582
427,8.52,0.1417,0.4162,0.0583
428,8.54,0.142,0.4165,0.0585
429,8.56,0.1424,0.417,0.0586
430,8.58,0.1427,0.4187,0.0587
431,8.6,0.143,0.4193,0.0589
432,8.62,0.1434,0.4192,0.059
433,8.64,0.1437,0.4195,0.0591
434,8.66,0.144,0.4199,0.0593
435,8.68,0.1443,0.4216,0.0594
436,8.7,0.1447,0.422,0.0595
437,8.72,0.145,0.4221,0.0597
438,8.74,0.1454,0.4229,0.0598
439,8.76,0.1457,0.4238,0.0599
440,8.78,0.146,0.4245,0.06
441,8.8,0.1463,0.4252,0.0602
442,8.82,0.1466,0.4252,0.0603
443,8.84,0.1469,0.4251,0.0604
444,8.86,0.1473,0.4261,0.0606
445,8.88,0.1476,0.428,0.0607
446,8.9,0.148,0.4292,0.0608
447,8.92,0.1483,0.429,0.061
448,8.94,0.1487,0.4289,0.0611
449,8.96,0.149,0.4294,0.0613
450,8.98,0.1494,0.4311,0.0614
451,9.0,0.1497,0.4318,0.0615
452,9.02,0.15,0.4323,0.0616
453,9.04,0.1503,0.4323,0.0617
454,9.06,0.1507,0.4328,0.0619
455,9.08,0.151,0.4341,0.062
456,9.1,0.1513,0.4351,0.0622
457,9.12,0.1517,0.4359,0.0623
458,9.14,0.152,0.4371,0.0624
459,9.16,0.1523,0.4369,0.0626
460,9.18,0.1526,0.4369,0.0627
461,9.2,0.153,0.4371,0.0628
462,9.22,0.1533,0.4379,0.0629
463,9.24,0.1536,0.4385,0.063
464,9.26,0.154,0.4395,0.0632
465,9.28,0.1543,0.4405,0.0633
466,9.3,0.1547,0.4416,0.0634
467,9.32,0.155,0.4424,0.0636
468,9.34,0.1554,0.4429,0.0637
469,9.36,0.1557,0.443,0.0638
470,9.38,0.1561,0.4438,0.064
471,9.4,0.1564,0.445,0.0641
472,9.42,0.1567,0.4462,0.0642
473,9.44,0.157,0.4467,0.0644
474,9.46,0.1574,0.4469,0.0645
475,9.48,0.1577,0.4472,0.0646
476,9.5,0.158,0.4478,0.0647
477,9.52,0.1583,0.4478,0.0649
478,9.54,0.1587,0.4489,0.065
479,9.56,0.159,0.4498,0.0652
480,9.58,0.1593,0.4502,0.0653
481,9.6,0.1596,0.4504,0.0654
482,9.62,0.1599,0.4509,0.0655
483,9.64,0.1603,0.453,0.0657
484,9.66,0.1606,0.4539,0.0658
485,9.68,0.1609,0.4539,0.0659
486,9.7,0.1613,0.4544,0.066
487,9.72,0.1617,0.4549,0.0661
488,9.74,0.162,0.4556,0.0663
489,9.76,0.1624,0.4556,0.0664
490,9.78,0.1627,0.4561,0.0666
491,9.8,0.163,0.457,0.0667
492,9.82,0.1633,0.457,0.0668
493,9.84,0.1637,0.458,0.0669
494,9.86,0.164,0.459,0.0671
495,9.88,0.1643,0.4599,0.0672
496,9.9,0.1647,0.4602,0.0673
497,9.92,0.165,0.4608,0.0674
498,9.94,0.1653,0.4609,0.0676
499,9.96,0.1657,0.4613,0.0677
500,9.98,0.166,0.4624,0.0678
501,10.0,0.1663,0.4632,0.0679
502,10.02,0.1666,0.4639,0.068
503,10.04,0.1669,0.4647,0.0682
504,10.06,0.1673,0.4652,0.0683
505,10.08,0.1676,0.4654,0.0684
506,10.1,0.168,0.466,0.0686
507,10.12,0.1683,0.4665,0.0687
508,10.14,0.1687,0.4672,0.0688
509,10.16,0.169,0.4674,0.069
510,10.18,0.1693,0.4678,0.0691
511,10.2,0.1697,0.4686,0.0692
512,10.22,0.17,0.4693,0.0693
513,10.24,0.1703,0.4698,0.0694
514,10.26,0.1706,0.4704,0.0695
515,10.28,0.171,0.4714,0.0697
516,10.3,0.1713,0.4727,0.0698
517,10.32,0.1716,0.4726,0.07
518,10.34,0.172,0.4734,0.0701
519,10.36,0.1723,0.4734,0.0702
520,10.38,0.1726,0.4748,0.0704
521,10.4,0.173,0.4755,0.0705
522,10.42,0.1733,0.4751,0.0705
523,10.44,0.1736,0.4757,0.0707
524,10.46,0.1739,0.4771,0.0708
525,10.48,0.1743,0.4772,0.0709
526,10.5,0.1746,0.4776,0.0711
527,10.52,0.175,0.4783,0.0712
528,10.54,0.1753,0.4786,0.0713
529,10.56,0.1757,0.4797,0.0715
530,10.58,0.176,0.4809,0.0716
531,10.6,0.1763,0.4812,0.0717
532,10.62,0.1767,0.4816,0.0719
533,10.64,0.177,0.4832,0.072
534,10.66,0.1773,0.484,0.0721
535,10.68,0.1777,0.4844,0.0722
536,10.7,0.178,0.4849,0.0723
537,10.72,0.1783,0.486,0.0724
538,10.74,0.1787,0.4863,0.0726
539,10.76,0.179,0.4862,0.0727
540,10.78,0.1793,0.4859,0.0728
541,10.8,0.1796,0.4865,0.0729
542,10.82,0.18,0.4876,0.0731
543,10.84,0.1803,0.4883,0.0732
544,10.86,0.1806,0.4885,0.0733
545,10.88,0.181,0.4891,0.0735
546,10.9,0.1813,0.4905,0.0736
547,10.92,0.1817,0.4921,0.0738
548,10.94,0.1821,0.4916,0.0739
549,10.96,0.1824,0.4913,0.074
550,10.98,0.1827,0.4925,0.0741
551,11.0,0.183,0.4936,0.0742
552,11.02,0.1834,0.4951,0.0743
553,11.04,0.1837,0.4948,0.0745
554,11.06,0.184,0.4953,0.0746
555,11.08,0.1843,0.4961,0.0747
556,11.1,0.1846,0.4957,0.0748
557,11.12,0.185,0.4963,0.075
558,11.14,0.1853,0.4971,0.0751
559,11.16,0.1856,0.4976,0.0752
560,11.18,0.186,0.4984,0.0753
561,11.2,0.1863,0.4991,0.0754
562,11.22,0.1866,0.4993,0.0755
563,11.24,0.1869,0.5006,0.0756
564,11.26,0.1873,0.501,0.0757
565,11.28,0.1876,0.501,0.0759
566,11.3,0.188,0.5016,0.076
567,11.32,0.1883,0.5028,0.0762
568,11.34,0.1887,0.5037,0.0763
569,11.36,0.189,0.5039,0.0764
570,11.38,0.1894,0.5039,0.0765
571,11.4,0.1897,0.5044,0.0767
572,11.42,0.19,0.5052,0.0768
573,11.44,0.1903,0.5063,0.0769
574,11.46,0.1907,0.5069,0.077
575,11.48,0.191,0.5071,0.0771
576,11.5,0.1913,0.5085,0.0773
577,11.52,0.1916,0.5094,0.0774
578,11.54,0.192,0.5097,0.0775
579,11.56,0.1923,0.5102,0.0776
580,11.58,0.1926,0.5105,0.0777
581,11.6,0.1929,0.5103,0.0778
582,11.62,0.1932,0.5111,0.0779
583,11.64,0.1936,0.5108,0.078
584,11.66,0.1939,0.5117,0.0782
585,11.68,0.1943,0.5128,0.0783
586,11.7,0.1946,0.5137,0.0784
587,11.72,0.195,0.5149,0.0786
588,11.74,0.1954,0.5154,0.0787
589,11.76,0.1957,0.5161,0.0788
590,11.78,0.196,0.5168,0.0789
591,11.8,0.1964,0.5171,0.0791
592,11.82,0.1967,0.5172,0.0792
593,11.84,0.197,0.518,0.0793
594,11.86,0.1973,0.5184,0.0794
595,11.88,0.1977,0.5187,0.0795
596,11.9,0.198,0.5193,0.0797
597,11.92,0.1984,0.5202,0.0798
598,11.94,0.1987,0.5203,0.0799
599,11.96,0.199,0.5207,0.08
600,11.98,0.1993,0.5212,0.0801
601,12.0,0.1997,0.5212,0.0802
602,12.02,0.2,0.5216,0.0803
603,12.04,0.2003,0.5226,0.0804
604,12.06,0.2007,0.5242,0.0806
605,12.08,0.201,0.5249,0.0807
606,12.1,0.2014,0.5254,0.0809
607,12.12,0.2017,0.5257,0.081
608,12.14,0.2021,0.526,0.0811
609,12.16,0.2024,0.5269,0.0812
610,12.18,0.2027,0.5276,0.0813
611,12.2,0.2031,0.5282,0.0814
612,12.22,0.2034,0.5298,0.0815
613,12.24,0.2037,0.5307,0.0816
614,12.26,0.204,0.5305,0.0817
615,12.28,0.2044,0.531,0.0819
616,12.3,0.2047,0.5312,0.082
617,12.32,0.205,0.5322,0.0821
618,12.34,0.2053,0.5326,0.0822
619,12.36,0.2057,0.5327,0.0824
620,12.38,0.206,0.5324,0.0825
621,12.4,0.2063,0.5327,0.0826
622,12.42,0.2066,0.5338,0.0827
623,12.44,0.207,0.5345,0.0828
624,12.46,0.2073,0.5357,0.0829
625,12.48,0.2076,0.5357,0.083
626,12.5,0.208,0.5362,0.0832
627,12.52,0.2083,0.5369,0.0833
628,12.54,0.2087,0.5371,0.0834
629,12.56,0.209,0.5382,0.0835
630,12.58,0.2094,0.5389,0.0836
631,12.6,0.2097,0.5393,0.0838
632,12.62,0.21,0.5397,0.0838
633,12.64,0.2104,0.5407,0.084
634,12.66,0.2107,0.5415,0.0841
635,12.68,0.211,0.5416,0.0842
636,12.7,0.2114,0.5417,0.0844
637,12.72,0.2117,0.5412,0.0845
638,12.74,0.212,0.5425,0.0846
639,12.76,0.2123,0.5433,0.0847
640,12.78,0.2126,0.5436,0.0847
641,12.8,0.2129,0.5445,0.0849
642,12.82,0.2133,0.5456,0.085
643,12.84,0.2136,0.5455,0.0851
644,12.86,0.2139,0.5461,0.0852
645,12.88,0.2143,0.5469,0.0854
646,12.9,0.2146,0.5473,0.0855
647,12.92,0.215,0.5478,0.0855
648,12.94,0.2153,0.5489,0.0857
649,12.96,0.2157,0.5495,0.0858
650,12.98,0.216,0.5501,0.0859
651,13.0,0.2163,0.5505,0.0861
652,13.02,0.2167,0.551,0.0862
653,13.04,0.217,0.5515,0.0863
654,13.06,0.2174,0.5515,0.0864
655,13.08,0.2177,0.5522,0.0865
656,13.1,0.218,0.5526,0.0866
657,13.12,0.2184,0.5538,0.0867
658,13.14,0.2187,0.5543,0.0869
659,13.16,0.219,0.5548,0.087
660,13.18,0.2193,0.5543,0.0871
661,13.2,0.2196,0.5549,0.0872
662,13.22,0.2199,0.5565,0.0873
663,13.24,0.2203,0.5575,0.0874
664,13.26,0.2206,0.5577,0.0875
665,13.28,0.221,0.5578,0.0876
666,13.3,0.2213,0.5584,0.0878
667,13.32,0.2217,0.5592,0.0879
668,13.34,0.222,0.5597,0.088
669,13.36,0.2224,0.56,0.0881
670,13.38,0.2227,0.5603,0.0882
671,13.4,0.223,0.5612,0.0884
672,13.42,0.2234,0.5622,0.0885
673,13.44,0.2237,0.5632,0.0886
674,13.46,0.224,0.5645,0.0887
675,13.48,0.2244,0.5643,0.0888
676,13.5,0.2247,0.5639,0.0889
677,13.52,0.225,0.5638,0.0891
678,13.54,0.2254,0.5647,0.0892
679,13.56,0.2257,0.5645,0.0893
