,Time,Displacement,Force,Strain 1
1,0.0,0.0,0.2434,-0.0007
2,0.02,0.0,0.2442,-0.0007
3,0.04,0.0,0.2444,-0.0007
4,0.06,0.0001,0.244,-0.0007
5,0.08,0.0001,0.2435,-0.0007
6,0.1,0.0002,0.2434,-0.0007
7,0.12,0.0003,0.2436,-0.0007
8,0.14,0.0004,0.2439,-0.0007
9,0.16,0.0005,0.2439,-0.0006
10,0.18,0.0007,0.2443,-0.0006
11,0.2,0.0009,0.2442,-0.0006
12,0.22,0.0012,0.244,-0.0005
13,0.24,0.0015,0.245,-0.0004
14,0.26,0.0019,0.2457,-0.0002
15,0.28,0.0023,0.2463,-0.0001
16,0.3,0.0028,0.2477,0.0003
17,0.32,0.0033,0.2494,0.0006
18,0.34,0.0039,0.2508,0.0009
19,0.36,0.0045,0.252,0.0013
20,0.38,0.005,0.2534,0.0016
21,0.4,0.0056,0.2541,0.0019
22,0.42,0.0062,0.2559,0.0022
23,0.44,0.0067,0.257,0.0025
24,0.46,0.0072,0.2574,0.0028
25,0.48,0.0076,0.2585,0.003
26,0.5,0.008,0.2598,0.0032
27,0.52,0.0084,0.2602,0.0035
28,0.54,0.0088,0.2609,0.0037
29,0.56,0.0091,0.2621,0.0038
30,0.58,0.0095,0.2629,0.004
31,0.6,0.0098,0.2633,0.0041
32,0.62,0.0101,0.2645,0.0043
33,0.64,0.0104,0.2653,0.0045
34,0.66,0.0107,0.2661,0.0047
35,0.68,0.011,0.2668,0.0048
36,0.7,0.0114,0.2674,0.005
37,0.72,0.0117,0.2676,0.0052
38,0.74,0.012,0.2674,0.0053
39,0.76,0.0123,0.2682,0.0055
40,0.78,0.0126,0.2698,0.0057
41,0.8,0.0129,0.2708,0.0058
42,0.82,0.0133,0.2712,0.006
43,0.84,0.0136,0.2714,0.0062
44,0.86,0.014,0.2715,0.0064
45,0.88,0.0143,0.2711,0.0065
46,0.9,0.0147,0.2727,0.0067
47,0.92,0.015,0.2738,0.0069
48,0.94,0.0154,0.2748,0.0071
49,0.96,0.0157,0.2759,0.0073
50,0.98,0.016,0.2761,0.0075
51,1.0,0.0163,0.2769,0.0076
52,1.02,0.0167,0.2778,0.0078
53,1.04,0.017,0.2777,0.008
54,1.06,0.0174,0.279,0.0082
55,1.08,0.0177,0.2793,0.0083
56,1.1,0.018,0.2801,0.0085
57,1.12,0.0184,0.2815,0.0087
58,1.14,0.0187,0.2823,0.0089
59,1.16,0.019,0.2825,0.009
60,1.18,0.0193,0.2826,0.0092
61,1.2,0.0196,0.2841,0.0093
62,1.22,0.0199,0.2848,0.0095
63,1.24,0.0203,0.2858,0.0097
64,1.26,0.0206,0.2861,0.0098
65,1.28,0.021,0.287,0.01
66,1.3,0.0213,0.2876,0.0103
67,1.32,0.0217,0.2885,0.0104
68,1.34,0.022,0.2889,0.0106
69,1.36,0.0224,0.288,0.0108
70,1.38,0.0227,0.2881,0.0109
71,1.4,0.023,0.2897,0.0111
72,1.42,0.0233,0.2914,0.0112
73,1.44,0.0237,0.2926,0.0114
74,1.46,0.024,0.2932,0.0116
75,1.48,0.0243,0.2937,0.0118
76,1.5,0.0247,0.2941,0.012
77,1.52,0.025,0.294,0.0121
78,1.54,0.0253,0.2946,0.0123
79,1.56,0.0256,0.296,0.0124
80,1.58,0.026,0.2964,0.0126
81,1.6,0.0263,0.2972,0.0128
82,1.62,0.0266,0.2976,0.013
83,1.64,0.027,0.2984,0.0132
84,1.66,0.0273,0.2996,0.0134
85,1.68,0.0277,0.3001,0.0136
86,1.7,0.0281,0.3001,0.0137
87,1.72,0.0284,0.3013,0.0139
88,1.74,0.0287,0.3015,0.0141
89,1.76,0.0291,0.3026,0.0143
90,1.78,0.0294,0.3026,0.0145
91,1.8,0.0297,0.3032,0.0146
92,1.82,0.03,0.3035,0.0147
93,1.84,0.0303,0.3049,0.0149
94,1.86,0.0307,0.3059,0.015
95,1.88,0.031,0.3065,0.0152
96,1.9,0.0313,0.3072,0.0154
97,1.92,0.0316,0.3085,0.0155
98,1.94,0.032,0.3087,0.0157
99,1.96,0.0323,0.3088,0.0159
100,1.98,0.0326,0.3095,0.016
101,2.0,0.0329,0.3102,0.0162
102,2.02,0.0333,0.311,0.0163
103,2.04,0.0336,0.3121,0.0165
104,2.06,0.034,0.3128,0.0167
105,2.08,0.0343,0.3127,0.0169
106,2.1,0.0347,0.3133,0.0171
107,2.12,0.035,0.3136,0.0172
108,2.14,0.0354,0.3139,0.0174
109,2.16,0.0357,0.3142,0.0176
110,2.18,0.036,0.3153,0.0177
111,2.2,0.0364,0.3162,0.0179
112,2.22,0.0367,0.3174,0.018
113,2.24,0.037,0.318,0.0182
114,2.26,0.0374,0.3181,0.0184
115,2.28,0.0377,0.3183,0.0185
116,2.3,0.038,0.3195,0.0187
117,2.32,0.0383,0.32,0.0188
118,2.34,0.0386,0.3205,0.019
119,2.36,0.039,0.3214,0.0191
120,2.38,0.0393,0.3218,0.0193
121,2.4,0.0396,0.3228,0.0194
122,2.42,0.0399,0.3229,0.0196
123,2.44,0.0403,0.3232,0.0198
124,2.46,0.0406,0.3238,0.0199
125,2.48,0.041,0.3243,0.0201
126,2.5,0.0413,0.3248,0.0203
127,2.52,0.0417,0.3263,0.0204
128,2.54,0.042,0.3271,0.0206
129,2.56,0.0423,0.3282,0.0207
130,2.58,0.0427,0.3282,0.0209
131,2.6,0.043,0.3279,0.0211
132,2.62,0.0433,0.3282,0.0212
133,2.64,0.0436,0.3289,0.0214
134,2.66,0.044,0.3298,0.0216
135,2.68,0.0443,0.3314,0.0217
136,2.7,0.0446,0.332,0.0219
137,2.72,0.0449,0.3322,0.022
138,2.74,0.0453,0.3326,0.0222
139,2.76,0.0456,0.3336,0.0224
140,2.78,0.0459,0.3353,0.0225
141,2.8,0.0463,0.3362,0.0227
142,2.82,0.0466,0.3361,0.0228
143,2.84,0.0469,0.3355,0.023
144,2.86,0.0473,0.336,0.0232
145,2.88,0.0477,0.337,0.0233
146,2.9,0.048,0.3379,0.0235
147,2.92,0.0483,0.3383,0.0237
148,2.94,0.0487,0.3389,0.0239
149,2.96,0.049,0.3398,0.024
150,2.98,0.0493,0.3405,0.0241
151,3.0,0.0496,0.341,0.0243
152,3.02,0.05,0.3417,0.0244
153,3.04,0.0503,0.3428,0.0246
154,3.06,0.0506,0.3433,0.0247
155,3.08,0.051,0.3436,0.0249
156,3.1,0.0513,0.3441,0.025
157,3.12,0.0516,0.3452,0.0252
158,3.14,0.052,0.3453,0.0253
159,3.16,0.0523,0.3448,0.0255
160,3.18,0.0526,0.3459,0.0257
161,3.2,0.0529,0.3465,0.0258
162,3.22,0.0533,0.3472,0.026
163,3.24,0.0537,0.3479,0.0261
164,3.26,0.054,0.3484,0.0263
165,3.28,0.0544,0.3492,0.0264
166,3.3,0.0547,0.3499,0.0266
167,3.32,0.0551,0.3496,0.0268
168,3.34,0.0554,0.3503,0.0269
169,3.36,0.0557,0.3511,0.0271
170,3.38,0.056,0.3524,0.0272
171,3.4,0.0563,0.3531,0.0274
172,3.42,0.0567,0.3539,0.0275
173,3.44,0.057,0.3548,0.0277
174,3.46,0.0573,0.3544,0.0278
175,3.48,0.0577,0.355,0.028
176,3.5,0.058,0.3556,0.0281
177,3.52,0.0583,0.3558,0.0282
178,3.54,0.0586,0.3558,0.0284
179,3.56,0.0589,0.3565,0.0285
180,3.58,0.0593,0.3578,0.0286
181,3.6,0.0596,0.358,0.0288
182,3.62,0.06,0.3586,0.0289
183,3.64,0.0603,0.359,0.0291
184,3.66,0.0607,0.3591,0.0293
185,3.68,0.061,0.3599,0.0294
186,3.7,0.0614,0.361,0.0295
187,3.72,0.0617,0.3619,0.0297
188,3.74,0.062,0.3621,0.0298
189,3.76,0.0624,0.3623,0.03
190,3.78,0.0627,0.3631,0.0302
191,3.8,0.063,0.3638,0.0303
192,3.82,0.0633,0.3647,0.0304
193,3.84,0.0637,0.3651,0.0306
194,3.86,0.064,0.3651,0.0307
195,3.88,0.0643,0.3662,0.0309
196,3.9,0.0646,0.3669,0.031
197,3.92,0.065,0.3671,0.0311
198,3.94,0.0653,0.3667,0.0313
199,3.96,0.0656,0.3672,0.0314
200,3.98,0.0659,0.368,0.0315
201,4.0,0.0663,0.3688,0.0317
202,4.02,0.0666,0.3698,0.0318
203,4.04,0.067,0.3706,0.032
204,4.06,0.0673,0.3712,0.0322
205,4.08,0.0677,0.3717,0.0323
206,4.1,0.068,0.3723,0.0324
207,4.12,0.0684,0.3723,0.0326
208,4.14,0.0687,0.3723,0.0327
209,4.16,0.069,0.3736,0.0329
210,4.18,0.0694,0.374,0.033
211,4.2,0.0697,0.3741,0.0332
212,4.22,0.07,0.3748,0.0333
213,4.24,0.0704,0.3756,0.0334
214,4.26,0.0707,0.3757,0.0335
215,4.28,0.071,0.3769,0.0337
216,4.3,0.0714,0.3776,0.0338
217,4.32,0.0717,0.3773,0.0339
218,4.34,0.072,0.3778,0.034
219,4.36,0.0723,0.3786,0.0341
220,4.38,0.0726,0.3791,0.0342
221,4.4,0.073,0.3801,0.0344
222,4.42,0.0733,0.38,0.0345
223,4.44,0.0737,0.3801,0.0347
224,4.46,0.074,0.3814,0.0348
225,4.48,0.0744,0.3823,0.0349
226,4.5,0.0747,0.3825,0.035
227,4.52,0.075,0.383,0.0352
228,4.54,0.0754,0.383,0.0353
229,4.56,0.0757,0.3828,0.0354
230,4.58,0.076,0.384,0.0355
231,4.6,0.0763,0.3841,0.0357
232,4.62,0.0767,0.3846,0.0358
233,4.64,0.077,0.3857,0.0359
234,4.66,0.0773,0.3861,0.036
235,4.68,0.0777,0.3861,0.0362
236,4.7,0.078,0.3864,0.0363
237,4.72,0.0783,0.3864,0.0364
238,4.74,0.0786,0.3878,0.0365
239,4.76,0.079,0.3883,0.0366
240,4.78,0.0793,0.3881,0.0367
241,4.8,0.0796,0.3885,0.0368
242,4.82,0.0799,0.3892,0.037
243,4.84,0.0803,0.3895,0.0371
244,4.86,0.0807,0.3894,0.0372
245,4.88,0.081,0.3898,0.0373
246,4.9,0.0814,0.3906,0.0374
247,4.92,0.0817,0.3911,0.0376
248,4.94,0.082,0.3917,0.0377
249,4.96,0.0824,0.3916,0.0378
250,4.98,0.0827,0.3917,0.0379
251,5.0,0.083,0.3925,0.038
252,5.02,0.0833,0.3925,0.0381
253,5.04,0.0837,0.3934,0.0382
254,5.06,0.084,0.3939,0.0383
255,5.08,0.0843,0.3938,0.0384
256,5.1,0.0847,0.3936,0.0385
257,5.12,0.085,0.3945,0.0386
258,5.14,0.0853,0.3949,0.0387
259,5.16,0.0856,0.395,0.0388
260,5.18,0.0859,0.3958,0.0389
261,5.2,0.0863,0.396,0.039
262,5.22,0.0866,0.3973,0.0392
263,5.24,0.0869,0.398,0.0393
264,5.26,0.0873,0.3984,0.0394
265,5.28,0.0877,0.3983,0.0396
266,5.3,0.088,0.3987,0.0397
267,5.32,0.0883,0.3986,0.0398
268,5.34,0.0887,0.3987,0.0399
269,5.36,0.089,0.3999,0.0399
270,5.38,0.0894,0.4004,0.0401
271,5.4,0.0897,0.4004,0.0402
272,5.42,0.09,0.4012,0.0403
273,5.44,0.0904,0.402,0.0404
274,5.46,0.0907,0.402,0.0405
275,5.48,0.091,0.4015,0.0406
276,5.5,0.0913,0.4022,0.0407
277,5.52,0.0917,0.4027,0.0408
278,5.54,0.092,0.4038,0.0409
279,5.56,0.0923,0.4037,0.041
280,5.58,0.0926,0.4038,0.0411
281,5.6,0.093,0.4045,0.0411
282,5.62,0.0933,0.4048,0.0412
283,5.64,0.0936,0.405,0.0414
284,5.66,0.094,0.4057,0.0415
285,5.68,0.0944,0.4065,0.0415
286,5.7,0.0947,0.4068,0.0416
287,5.72,0.095,0.4074,0.0417
288,5.74,0.0954,0.4074,0.0419
289,5.76,0.0957,0.4075,0.042
290,5.78,0.096,0.4079,0.0421
291,5.8,0.0964,0.4088,0.0422
292,5.82,0.0967,0.409,0.0423
293,5.84,0.097,0.4097,0.0424
294,5.86,0.0974,0.4099,0.0425
295,5.88,0.0977,0.41,0.0426
296,5.9,0.098,0.4089,0.0427
297,5.92,0.0983,0.4091,0.0428
298,5.94,0.0987,0.41,0.0429
299,5.96,0.099,0.4109,0.043
300,5.98,0.0993,0.412,0.0431
301,6.0,0.0996,0.4124,0.0432
302,6.02,0.1,0.4127,0.0433
303,6.04,0.1003,0.4133,0.0434
304,6.06,0.1007,0.4126,0.0435
305,6.08,0.101,0.4124,0.0436
306,6.1,0.1014,0.4126,0.0437
307,6.12,0.1017,0.4129,0.0438
308,6.14,0.102,0.4139,0.0439
309,6.16,0.1024,0.414,0.044
310,6.18,0.1027,0.4149,0.0441
311,6.2,0.103,0.4158,0.0442
312,6.22,0.1034,0.4159,0.0443
313,6.24,0.1037,0.4165,0.0444
314,6.26,0.104,0.416,0.0445
315,6.28,0.1044,0.416,0.0446
316,6.3,0.1047,0.4175,0.0447
317,6.32,0.105,0.4172,0.0448
318,6.34,0.1053,0.4185,0.0449
319,6.36,0.1057,0.4188,0.0449
320,6.38,0.106,0.4186,0.045
321,6.4,0.1063,0.4189,0.0451
322,6.42,0.1067,0.419,0.0453
323,6.44,0.107,0.4199,0.0453
324,6.46,0.1074,0.4207,0.0455
325,6.48,0.1077,0.4214,0.0456
326,6.5,0.1081,0.421,0.0457
327,6.52,0.1084,0.4214,0.0458
328,6.54,0.1087,0.4221,0.0459
329,6.56,0.1091,0.422,0.046
330,6.58,0.1094,0.4221,0.046
331,6.6,0.1097,0.4224,0.0461
332,6.62,0.11,0.4226,0.0462
333,6.64,0.1103,0.4225,0.0463
334,6.66,0.1106,0.4234,0.0464
335,6.68,0.111,0.4239,0.0465
336,6.7,0.1113,0.4244,0.0466
337,6.72,0.1116,0.4249,0.0467
338,6.74,0.1119,0.4248,0.0468
339,6.76,0.1123,0.4251,0.0469
340,6.78,0.1126,0.425,0.047
341,6.8,0.1129,0.4258,0.0471
342,6.82,0.1133,0.4275,0.0472
343,6.84,0.1136,0.4281,0.0473
344,6.86,0.114,0.4283,0.0474
345,6.88,0.1143,0.4283,0.0475
346,6.9,0.1147,0.4286,0.0476
347,6.92,0.115,0.4289,0.0477
348,6.94,0.1154,0.4297,0.0478
349,6.96,0.1157,0.4292,0.0479
350,6.98,0.116,0.4294,0.048
351,7.0,0.1164,0.4304,0.0481
352,7.02,0.1167,0.4312,0.0482
353,7.04,0.1171,0.4313,0.0483
354,7.06,0.1174,0.4318,0.0484
355,7.08,0.1177,0.4318,0.0485
356,7.1,0.118,0.4318,0.0486
357,7.12,0.1183,0.4322,0.0487
358,7.14,0.1187,0.432,0.0487
359,7.16,0.119,0.4324,0.0488
360,7.18,0.1193,0.4334,0.0489
361,7.2,0.1196,0.4338,0.049
362,7.22,0.12,0.4331,0.0491
363,7.24,0.1203,0.4344,0.0492
364,7.26,0.1207,0.4354,0.0493
365,7.28,0.121,0.4361,0.0494
366,7.3,0.1213,0.4363,0.0495
367,7.32,0.1217,0.4364,0.0496
368,7.34,0.122,0.4366,0.0497
369,7.36,0.1223,0.4368,0.0498
370,7.38,0.1227,0.4376,0.0499
371,7.4,0.123,0.437,0.05
372,7.42,0.1233,0.4369,0.0501
373,7.44,0.1237,0.4377,0.0502
374,7.46,0.124,0.4383,0.0503
375,7.48,0.1243,0.4387,0.0504
376,7.5,0.1246,0.4393,0.0505
377,7.52,0.125,0.4396,0.0506
378,7.54,0.1253,0.4402,0.0507
379,7.56,0.1256,0.4405,0.0508
380,7.58,0.1259,0.4405,0.0509
381,7.6,0.1263,0.4411,0.051
382,7.62,0.1266,0.4412,0.0511
383,7.64,0.127,0.4412,0.0512
384,7.66,0.1273,0.4416,0.0513
385,7.68,0.1277,0.4426,0.0514
386,7.7,0.128,0.4433,0.0515
387,7.72,0.1284,0.4438,0.0517
388,7.74,0.1287,0.4445,0.0517
389,7.76,0.129,0.4454,0.0519
390,7.78,0.1294,0.4447,0.052
391,7.8,0.1297,0.4454,0.052
392,7.82,0.13,0.4449,0.0521
393,7.84,0.1303,0.4446,0.0522
394,7.86,0.1307,0.4455,0.0523
395,7.88,0.131,0.4461,0.0524
396,7.9,0.1313,0.4466,0.0525
397,7.92,0.1317,0.447,0.0525
398,7.94,0.132,0.4479,0.0526
399,7.96,0.1323,0.4481,0.0527
400,7.98,0.1326,0.4483,0.0528
401,8.0,0.1329,0.4482,0.0529
402,8.02,0.1333,0.4484,0.053
403,8.04,0.1336,0.4477,0.0531
404,8.06,0.134,0.4484,0.0532
405,8.08,0.1343,0.4494,0.0533
406,8.1,0.1347,0.4498,0.0534
407,8.12,0.1351,0.4504,0.0535
408,8.14,0.1354,0.4515,0.0537
409,8.16,0.1357,0.4514,0.0537
410,8.18,0.136,0.4512,0.0538
411,8.2,0.1364,0.4511,0.0539
412,8.22,0.1367,0.4528,0.054
413,8.24,0.137,0.4537,0.0541
414,8.26,0.1374,0.4531,0.0542
415,8.28,0.1377,0.4529,0.0544
416,8.3,0.138,0.4537,0.0544
417,8.32,0.1383,0.4538,0.0545
418,8.34,0.1386,0.4542,0.0546
419,8.36,0.139,0.4547,0.0547
420,8.38,0.1393,0.4561,0.0548
421,8.4,0.1396,0.4558,0.0549
422,8.42,0.14,0.456,0.055
423,8.44,0.1403,0.4566,0.0551
424,8.46,0.1407,0.4571,0.0552
425,8.48,0.1411,0.4576,0.0554
426,8.5,0.1414,0.4574,0.0554
427,8.52,0.1417,0.4578,0.0555
428,8.54,0.1421,0.4587,0.0556
429,8.56,0.1424,0.4592,0.0557
430,8.58,0.1427,0.4594,0.0558
431,8.6,0.143,0.4594,0.0559
432,8.62,0.1434,0.4598,0.056
433,8.64,0.1437,0.4595,0.0561
434,8.66,0.144,0.4597,0.0562
435,8.68,0.1443,0.4603,0.0563
436,8.7,0.1447,0.4608,0.0564
437,8.72,0.145,0.4608,0.0564
438,8.74,0.1453,0.4612,0.0565
439,8.76,0.1456,0.461,0.0566
440,8.78,0.1459,0.4614,0.0567
441,8.8,0.1462,0.462,0.0568
442,8.82,0.1466,0.4633,0.057
443,8.84,0.147,0.4641,0.0571
444,8.86,0.1473,0.4641,0.0572
445,8.88,0.1477,0.4645,0.0573
446,8.9,0.148,0.4654,0.0574
447,8.92,0.1484,0.4656,0.0575
448,8.94,0.1487,0.4659,0.0576
449,8.96,0.149,0.4654,0.0577
450,8.98,0.1494,0.4656,0.0578
451,9.0,0.1497,0.4663,0.058
452,9.02,0.15,0.4668,0.058
453,9.04,0.1504,0.4683,0.0581
454,9.06,0.1507,0.4681,0.0582
455,9.08,0.151,0.4679,0.0583
456,9.1,0.1513,0.4681,0.0584
457,9.12,0.1517,0.4685,0.0585
458,9.14,0.152,0.4696,0.0586
459,9.16,0.1523,0.4696,0.0587
460,9.18,0.1527,0.4701,0.0588
461,9.2,0.153,0.47,0.0589
462,9.22,0.1533,0.4703,0.059
463,9.24,0.1537,0.471,0.0591
464,9.26,0.154,0.4723,0.0592
465,9.28,0.1544,0.4719,0.0593
466,9.3,0.1547,0.4713,0.0594
467,9.32,0.155,0.4719,0.0595
468,9.34,0.1554,0.4725,0.0596
469,9.36,0.1557,0.4732,0.0597
470,9.38,0.156,0.4743,0.0597
471,9.4,0.1564,0.4742,0.0598
472,9.42,0.1567,0.4747,0.0599
473,9.44,0.157,0.4746,0.06
474,9.46,0.1574,0.475,0.0601
475,9.48,0.1577,0.4758,0.0602
476,9.5,0.158,0.4755,0.0603
477,9.52,0.1583,0.4755,0.0604
478,9.54,0.1586,0.4755,0.0605
479,9.56,0.159,0.4768,0.0606
480,9.58,0.1593,0.4777,0.0607
481,9.6,0.1596,0.4779,0.0608
482,9.62,0.16,0.4779,0.0609
483,9.64,0.1603,0.478,0.061
484,9.66,0.1607,0.4782,0.0611
485,9.68,0.1611,0.4785,0.0613
486,9.7,0.1614,0.4794,0.0614
487,9.72,0.1617,0.4799,0.0615
488,9.74,0.1621,0.4802,0.0616
489,9.76,0.1624,0.4807,0.0617
490,9.78,0.1627,0.4808,0.0618
491,9.8,0.163,0.4813,0.0619
492,9.82,0.1634,0.481,0.062
493,9.84,0.1637,0.481,0.0621
494,9.86,0.164,0.4815,0.0622
495,9.88,0.1643,0.4822,0.0623
496,9.9,0.1647,0.4826,0.0623
497,9.92,0.165,0.4834,0.0624
498,9.94,0.1653,0.4834,0.0625
499,9.96,0.1656,0.4833,0.0626
500,9.98,0.1659,0.4831,0.0627
501,10.0,0.1663,0.4847,0.0628
502,10.02,0.1666,0.485,0.0629
503,10.04,0.167,0.4857,0.063
504,10.06,0.1673,0.4858,0.0631
505,10.08,0.1677,0.4857,0.0632
506,10.1,0.168,0.4861,0.0634
507,10.12,0.1684,0.4867,0.0635
508,10.14,0.1687,0.4866,0.0636
509,10.16,0.169,0.4869,0.0636
510,10.18,0.1693,0.4876,0.0637
511,10.2,0.1696,0.4885,0.0638
512,10.22,0.17,0.4887,0.0639
513,10.24,0.1703,0.4883,0.064
514,10.26,0.1706,0.4892,0.0641
515,10.28,0.171,0.4893,0.0642
516,10.3,0.1713,0.4888,0.0643
517,10.32,0.1716,0.4894,0.0644
518,10.34,0.1719,0.4906,0.0645
519,10.36,0.1722,0.4909,0.0646
520,10.38,0.1726,0.4904,0.0646
521,10.4,0.1729,0.4914,0.0647
522,10.42,0.1733,0.4925,0.0649
523,10.44,0.1736,0.4928,0.065
524,10.46,0.174,0.4929,0.0651
525,10.48,0.1743,0.4929,0.0652
526,10.5,0.1747,0.4936,0.0653
527,10.52,0.175,0.4943,0.0654
528,10.54,0.1753,0.4947,0.0655
529,10.56,0.1757,0.4957,0.0656
530,10.58,0.176,0.4962,0.0657
531,10.6,0.1763,0.4958,0.0659
532,10.62,0.1767,0.4959,0.066
533,10.64,0.177,0.4958,0.0661
534,10.66,0.1773,0.4971,0.0661
535,10.68,0.1776,0.4982,0.0662
536,10.7,0.178,0.4984,0.0663
537,10.72,0.1783,0.4978,0.0664
538,10.74,0.1786,0.4976,0.0665
539,10.76,0.1789,0.4983,0.0666
540,10.78,0.1793,0.4991,0.0667
541,10.8,0.1796,0.4995,0.0668
542,10.82,0.18,0.5002,0.0669
543,10.84,0.1803,0.5002,0.067
544,10.86,0.1807,0.5001,0.0672
545,10.88,0.1811,0.5001,0.0672
546,10.9,0.1814,0.5013,0.0673
547,10.92,0.1817,0.5015,0.0674
548,10.94,0.182,0.5019,0.0675
549,10.96,0.1824,0.5024,0.0676
550,10.98,0.1827,0.5033,0.0677
551,11.0,0.183,0.504,0.0678
552,11.02,0.1834,0.5043,0.0679
553,11.04,0.1837,0.5042,0.068
554,11.06,0.184,0.504,0.0681
555,11.08,0.1843,0.5046,0.0682
556,11.1,0.1847,0.5049,0.0683
557,11.12,0.185,0.5048,0.0684
558,11.14,0.1853,0.5058,0.0685
559,11.16,0.1856,0.5062,0.0686
560,11.18,0.186,0.5069,0.0687
561,11.2,0.1863,0.5072,0.0689
562,11.22,0.1867,0.5077,0.069
563,11.24,0.1871,0.5073,0.0691
564,11.26,0.1874,0.5082,0.0692
565,11.28,0.1878,0.5088,0.0693
566,11.3,0.1881,0.509,0.0694
567,11.32,0.1884,0.5099,0.0695
568,11.34,0.1887,0.5107,0.0696
569,11.36,0.189,0.5102,0.0696
570,11.38,0.1893,0.5103,0.0697
571,11.4,0.1897,0.5106,0.0698
572,11.42,0.19,0.5106,0.0699
573,11.44,0.1903,0.5111,0.07
574,11.46,0.1906,0.512,0.0701
575,11.48,0.191,0.5115,0.0702
576,11.5,0.1913,0.5113,0.0703
577,11.52,0.1916,0.5121,0.0704
578,11.54,0.1919,0.5128,0.0705
579,11.56,0.1922,0.5136,0.0706
580,11.58,0.1926,0.5139,0.0707
581,11.6,0.1929,0.5141,0.0708
582,11.62,0.1933,0.5144,0.0709
583,11.64,0.1936,0.5153,0.071
584,11.66,0.194,0.5156,0.0712
585,11.68,0.1943,0.5152,0.0712
586,11.7,0.1947,0.5158,0.0714
587,11.72,0.195,0.5169,0.0715
588,11.74,0.1954,0.5176,0.0716
589,11.76,0.1957,0.5174,0.0717
590,11.78,0.196,0.5179,0.0718
591,11.8,0.1964,0.5181,0.0719
592,11.82,0.1967,0.5184,0.072
593,11.84,0.197,0.5191,0.0721
594,11.86,0.1974,0.5201,0.0722
595,11.88,0.1977,0.5201,0.0723
596,11.9,0.198,0.5198,0.0724
597,11.92,0.1983,0.5202,0.0725
598,11.94,0.1986,0.5196,0.0725
599,11.96,0.1989,0.5197,0.0726
600,11.98,0.1993,0.5209,0.0727
601,12.0,0.1996,0.5219,0.0728
602,12.02,0.2,0.5217,0.073
603,12.04,0.2003,0.5226,0.0731
604,12.06,0.2007,0.5233,0.0732
605,12.08,0.201,0.5233,0.0733
606,12.1,0.2014,0.5236,0.0734
607,12.12,0.2017,0.5239,0.0735
608,12.14,0.202,0.5232,0.0736
609,12.16,0.2024,0.5238,0.0737
610,12.18,0.2027,0.5243,0.0738
611,12.2,0.203,0.5253,0.0739
612,12.22,0.2034,0.5257,0.074
613,12.24,0.2037,0.5259,0.0741
614,12.26,0.204,0.5259,0.0742
615,12.28,0.2044,0.527,0.0743
616,12.3,0.2047,0.5278,0.0743
617,12.32,0.205,0.5278,0.0744
618,12.34,0.2053,0.5278,0.0746
619,12.36,0.2057,0.5279,0.0746
620,12.38,0.206,0.5282,0.0748
621,12.4,0.2063,0.5291,0.075
622,12.42,0.2067,0.5289,0.075
623,12.44,0.2071,0.529,0.0751
624,12.46,0.2074,0.5294,0.0752
625,12.48,0.2078,0.5304,0.0753
626,12.5,0.2081,0.5314,0.0754
627,12.52,0.2084,0.5322,0.0755
628,12.54,0.2087,0.5323,0.0756
629,12.56,0.2091,0.5319,0.0757
630,12.58,0.2094,0.532,0.0757
631,12.6,0.2097,0.5321,0.0758
632,12.62,0.21,0.5331,0.0759
633,12.64,0.2103,0.5328,0.0761
634,12.66,0.2107,0.5333,0.0762
635,12.68,0.211,0.5344,0.0762
636,12.7,0.2113,0.5345,0.0763
637,12.72,0.2116,0.535,0.0765
638,12.74,0.212,0.5354,0.0766
639,12.76,0.2123,0.5354,0.0767
640,12.78,0.2126,0.5353,0.0768
641,12.8,0.213,0.5361,0.0769
642,12.82,0.2133,0.5365,0.077
643,12.84,0.2137,0.5359,0.0771
644,12.86,0.214,0.5367,0.0772
645,12.88,0.2144,0.5379,0.0773
646,12.9,0.2147,0.5379,0.0774
647,12.92,0.215,0.538,0.0775
648,12.94,0.2153,0.5384,0.0776
649,12.96,0.2157,0.5388,0.0777
650,12.98,0.216,0.5393,0.0778
651,13.0,0.2163,0.5398,0.0779
652,13.02,0.2167,0.5402,0.078
653,13.04,0.217,0.541,0.0781
654,13.06,0.2173,0.5411,0.0782
655,13.08,0.2176,0.5413,0.0783
656,13.1,0.218,0.5413,0.0784
657,13.12,0.2183,0.5416,0.0784
658,13.14,0.2186,0.542,0.0786
659,13.16,0.2189,0.5424,0.0786
660,13.18,0.2192,0.5428,0.0788
661,13.2,0.2196,0.5438,0.0789
662,13.22,0.22,0.5444,0.079
663,13.24,0.2203,0.545,0.0791
664,13.26,0.2207,0.5453,0.0792
665,13.28,0.221,0.5455,0.0793
666,13.3,0.2214,0.5458,0.0794
667,13.32,0.2217,0.5458,0.0795
668,13.34,0.222,0.546,0.0796
669,13.36,0.2223,0.5456,0.0797
670,13.38,0.2227,0.5456,0.0798
671,13.4,0.223,0.5469,0.0799
672,13.42,0.2233,0.5479,0.08
673,13.44,0.2237,0.5476,0.0801
674,13.46,0.224,0.5477,0.0803
675,13.48,0.2243,0.5487,0.0804
676,13.5,0.2247,0.5496,0.0804
677,13.52,0.225,0.5504,0.0806
678,13.54,0.2253,0.5499,0.0806
679,13.56,0.2256,0.5505,0.0807
680,13.58,0.226,0.5505,0.0808
