,Time,Displacement,Force,Strain 1
1533,30.64,0.5103,0.8376,0.1615
1534,30.66,0.5107,0.838,0.1616
1535,30.68,0.511,0.8384,0.1617
1536,30.7,0.5113,0.8389,0.1618
1537,30.72,0.5116,0.839,0.1619
1538,30.74,0.512,0.8396,0.162
1539,30.76,0.5123,0.8397,0.1621
1540,30.78,0.5127,0.8399,0.1622
1541,30.8,0.513,0.84,0.1623
1542,30.82,0.5134,0.841,0.1624
1543,30.84,0.5137,0.8414,0.1625
1544,30.86,0.514,0.8416,0.1625
1545,30.88,0.5143,0.8415,0.1627
1546,30.9,0.5147,0.8413,0.1628
1547,30.92,0.515,0.8412,0.1629
1548,30.94,0.5153,0.8416,0.163
1549,30.96,0.5157,0.8425,0.1631
1550,30.98,0.516,0.8429,0.1632
1551,31.0,0.5163,0.8438,0.1632
1552,31.02,0.5167,0.8439,0.1633
1553,31.04,0.517,0.8444,0.1634
1554,31.06,0.5173,0.8453,0.1635
1555,31.08,0.5176,0.8447,0.1636
1556,31.1,0.5179,0.8451,0.1637
1557,31.12,0.5182,0.8453,0.1638
1558,31.14,0.5186,0.8456,0.1639
1559,31.16,0.519,0.8458,0.1641
1560,31.18,0.5194,0.8466,0.1642
1561,31.2,0.5197,0.8469,0.1643
1562,31.22,0.5201,0.8469,0.1644
1563,31.24,0.5204,0.8473,0.1645
1564,31.26,0.5207,0.8483,0.1646
1565,31.28,0.5211,0.849,0.1647
1566,31.3,0.5214,0.8497,0.1648
1567,31.32,0.5217,0.8504,0.1649
1568,31.34,0.522,0.8501,0.1649
1569,31.36,0.5223,0.85,0.1651
1570,31.38,0.5227,0.8501,0.1652
1571,31.4,0.523,0.8509,0.1652
1572,31.42,0.5233,0.8517,0.1653
1573,31.44,0.5236,0.8516,0.1654
1574,31.46,0.5239,0.8506,0.1655
1575,31.48,0.5243,0.8513,0.1656
1576,31.5,0.5246,0.8519,0.1657
1577,31.52,0.5249,0.8519,0.1658
1578,31.54,0.5253,0.8521,0.1659
1579,31.56,0.5256,0.8531,0.166
1580,31.58,0.526,0.8535,0.1661
1581,31.6,0.5264,0.8542,0.1662
1582,31.62,0.5267,0.8544,0.1663
1583,31.64,0.527,0.8547,0.1664
1584,31.66,0.5274,0.8554,0.1665
1585,31.68,0.5277,0.8557,0.1665
1586,31.7,0.528,0.8563,0.1667
1587,31.72,0.5283,0.8567,0.1668
1588,31.74,0.5287,0.8565,0.1669
1589,31.76,0.529,0.8561,0.167
1590,31.78,0.5293,0.8562,0.1671
1591,31.8,0.5297,0.8577,0.1672
1592,31.82,0.53,0.8571,0.1673
1593,31.84,0.5303,0.8574,0.1673
1594,31.86,0.5306,0.858,0.1674
1595,31.88,0.5309,0.8583,0.1675
1596,31.9,0.5313,0.858,0.1676
1597,31.92,0.5316,0.8581,0.1677
1598,31.94,0.532,0.8589,0.1678
1599,31.96,0.5323,0.8599,0.168
1600,31.98,0.5327,0.8603,0.1681
1601,32.0,0.533,0.8608,0.1682
1602,32.02,0.5334,0.861,0.1683
1603,32.04,0.5337,0.8611,0.1684
1604,32.06,0.534,0.8611,0.1685
1605,32.08,0.5343,0.8615,0.1686
1606,32.1,0.5347,0.8622,0.1687
1607,32.12,0.535,0.8625,0.1688
1608,32.14,0.5353,0.8621,0.1689
1609,32.16,0.5357,0.8631,0.169
1610,32.18,0.536,0.8645,0.1691
1611,32.2,0.5363,0.8646,0.1692
1612,32.22,0.5366,0.8642,0.1693
1613,32.24,0.5369,0.8641,0.1693
1614,32.26,0.5373,0.8642,0.1694
1615,32.28,0.5376,0.8647,0.1695
1616,32.3,0.5379,0.8652,0.1696
1617,32.32,0.5383,0.8658,0.1697
1618,32.34,0.5386,0.8662,0.1698
1619,32.36,0.539,0.8669,0.1699
1620,32.38,0.5394,0.8673,0.17
1621,32.4,0.5397,0.8666,0.1702
1622,32.42,0.54,0.8664,0.1702
1623,32.44,0.5404,0.8669,0.1703
1624,32.46,0.5407,0.8679,0.1704
1625,32.48,0.541,0.8687,0.1705
1626,32.5,0.5413,0.8685,0.1706
1627,32.52,0.5417,0.8683,0.1707
1628,32.54,0.542,0.8695,0.1708
1629,32.56,0.5423,0.8704,0.1709
1630,32.58,0.5427,0.8708,0.171
1631,32.6,0.543,0.8702,0.1711
1632,32.62,0.5433,0.8704,0.1712
1633,32.64,0.5436,0.871,0.1713
1634,32.66,0.544,0.8712,0.1714
1635,32.68,0.5443,0.8721,0.1715
1636,32.7,0.5446,0.8723,0.1716
1637,32.72,0.545,0.8725,0.1717
1638,32.74,0.5453,0.8737,0.1718
1639,32.76,0.5457,0.8744,0.172
1640,32.78,0.5461,0.8739,0.172
1641,32.8,0.5464,0.8742,0.1721
1642,32.82,0.5467,0.8747,0.1722
1643,32.84,0.5471,0.8753,0.1724
1644,32.86,0.5474,0.8751,0.1725
1645,32.88,0.5477,0.8759,0.1725
1646,32.9,0.548,0.8763,0.1726
1647,32.92,0.5483,0.8764,0.1727
1648,32.94,0.5487,0.8764,0.1728
1649,32.96,0.549,0.8771,0.1729
1650,32.98,0.5493,0.8772,0.173
1651,33.0,0.5496,0.8773,0.173
1652,33.02,0.55,0.8777,0.1731
1653,33.04,0.5503,0.8784,0.1732
1654,33.06,0.5506,0.8784,0.1733
1655,33.08,0.5509,0.8791,0.1734
1656,33.1,0.5513,0.8798,0.1735
1657,33.12,0.5516,0.8799,0.1736
1658,33.14,0.552,0.8804,0.1737
1659,33.16,0.5523,0.8807,0.1738
1660,33.18,0.5527,0.8809,0.174
1661,33.2,0.553,0.8806,0.1741
1662,33.22,0.5534,0.8808,0.1742
1663,33.24,0.5537,0.8813,0.1743
1664,33.26,0.554,0.8818,0.1744
1665,33.28,0.5543,0.8817,0.1745
1666,33.3,0.5547,0.8816,0.1746
1667,33.32,0.555,0.8826,0.1747
1668,33.34,0.5554,0.8831,0.1748
1669,33.36,0.5557,0.8835,0.1749
1670,33.38,0.556,0.884,0.175
1671,33.4,0.5564,0.8848,0.1751
1672,33.42,0.5567,0.8855,0.1752
1673,33.44,0.557,0.8859,0.1753
1674,33.46,0.5573,0.8862,0.1754
1675,33.48,0.5576,0.8859,0.1755
1676,33.5,0.558,0.8857,0.1756
1677,33.52,0.5583,0.8861,0.1757
1678,33.54,0.5586,0.8869,0.1758
1679,33.56,0.559,0.8875,0.1759
1680,33.58,0.5594,0.8868,0.176
1681,33.6,0.5597,0.8874,0.1761
1682,33.62,0.56,0.8886,0.1762
1683,33.64,0.5604,0.8894,0.1763
1684,33.66,0.5607,0.8892,0.1764
1685,33.68,0.561,0.8892,0.1765
1686,33.7,0.5614,0.8896,0.1766
1687,33.72,0.5617,0.89,0.1767
1688,33.74,0.562,0.8905,0.1768
1689,33.76,0.5624,0.8902,0.1769
1690,33.78,0.5627,0.8913,0.1769
1691,33.8,0.563,0.891,0.177
1692,33.82,0.5633,0.8915,0.1771
1693,33.84,0.5637,0.8913,0.1772
1694,33.86,0.564,0.8908,0.1773
1695,33.88,0.5643,0.8919,0.1774
1696,33.9,0.5646,0.8921,0.1775
1697,33.92,0.565,0.8921,0.1776
1698,33.94,0.5653,0.8921,0.1777
1699,33.96,0.5657,0.8928,0.1778
1700,33.98,0.5661,0.8937,0.1779
1701,34.0,0.5664,0.8941,0.1781
1702,34.02,0.5667,0.8945,0.1782
1703,34.04,0.5671,0.8951,0.1783
1704,34.06,0.5674,0.8954,0.1784
1705,34.08,0.5677,0.8957,0.1785
1706,34.1,0.568,0.8966,0.1786
1707,34.12,0.5683,0.8974,0.1786
1708,34.14,0.5687,0.8976,0.1787
1709,34.16,0.569,0.8975,0.1788
1710,34.18,0.5693,0.8982,0.179
1711,34.2,0.5697,0.8978,0.1791
1712,34.22,0.57,0.8989,0.1791
1713,34.24,0.5703,0.8988,0.1792
1714,34.26,0.5706,0.8988,0.1793
1715,34.28,0.5709,0.8988,0.1794
1716,34.3,0.5713,0.8989,0.1795
1717,34.32,0.5716,0.8995,0.1796
1718,34.34,0.572,0.9001,0.1797
1719,34.36,0.5723,0.9005,0.1798
1720,34.38,0.5727,0.9009,0.1799
1721,34.4,0.573,0.9007,0.18
1722,34.42,0.5733,0.9014,0.1801
1723,34.44,0.5737,0.902,0.1802
1724,34.46,0.574,0.9019,0.1803
1725,34.48,0.5743,0.9014,0.1804
1726,34.5,0.5747,0.9024,0.1805
1727,34.52,0.575,0.9038,0.1807
1728,34.54,0.5753,0.9043,0.1807
1729,34.56,0.5757,0.9043,0.1808
1730,34.58,0.576,0.9041,0.1809
1731,34.6,0.5763,0.9041,0.181
1732,34.62,0.5766,0.9039,0.1811
1733,34.64,0.5769,0.9049,0.1812
1734,34.66,0.5773,0.9054,0.1813
1735,34.68,0.5776,0.9051,0.1814
1736,34.7,0.5779,0.9055,0.1815
1737,34.72,0.5783,0.9055,0.1816
1738,34.74,0.5786,0.9059,0.1817
1739,34.76,0.579,0.9062,0.1818
1740,34.78,0.5793,0.9065,0.1819
1741,34.8,0.5797,0.9076,0.182
1742,34.82,0.58,0.908,0.1821
1743,34.84,0.5803,0.9089,0.1823
1744,34.86,0.5807,0.9095,0.1823
1745,34.88,0.581,0.9096,0.1825
1746,34.9,0.5813,0.9103,0.1825
1747,34.92,0.5817,0.9109,0.1826
1748,34.94,0.582,0.9113,0.1828
1749,34.96,0.5823,0.9105,0.1829
1750,34.98,0.5827,0.9108,0.183
1751,35.0,0.583,0.911,0.183
1752,35.02,0.5833,0.9113,0.1832
1753,35.04,0.5836,0.9111,0.1832
1754,35.06,0.584,0.9122,0.1833
1755,35.08,0.5843,0.9131,0.1834
1756,35.1,0.5846,0.9139,0.1835
1757,35.12,0.585,0.9139,0.1836
1758,35.14,0.5853,0.914,0.1837
1759,35.16,0.5857,0.9137,0.1838
1760,35.18,0.586,0.9139,0.184
1761,35.2,0.5864,0.9145,0.1841
1762,35.22,0.5867,0.9155,0.1842
1763,35.24,0.587,0.9159,0.1843
1764,35.26,0.5874,0.916,0.1844
1765,35.28,0.5877,0.9165,0.1845
1766,35.3,0.588,0.9161,0.1846
1767,35.32,0.5884,0.9162,0.1847
1768,35.34,0.5887,0.9171,0.1848
1769,35.36,0.589,0.9182,0.1848
1770,35.38,0.5894,0.9184,0.1849
1771,35.4,0.5897,0.9182,0.1851
1772,35.42,0.59,0.9186,0.1851
1773,35.44,0.5903,0.9184,0.1852
1774,35.46,0.5906,0.9189,0.1853
1775,35.48,0.591,0.9201,0.1854
1776,35.5,0.5913,0.9208,0.1856
1777,35.52,0.5917,0.9211,0.1857
1778,35.54,0.592,0.921,0.1857
1779,35.56,0.5924,0.9205,0.1858
1780,35.58,0.5927,0.9213,0.186
1781,35.6,0.5931,0.9218,0.1861
1782,35.62,0.5934,0.9219,0.1862
1783,35.64,0.5937,0.922,0.1863
1784,35.66,0.594,0.923,0.1863
1785,35.68,0.5943,0.9233,0.1864
1786,35.7,0.5947,0.9236,0.1865
1787,35.72,0.595,0.9236,0.1866
1788,35.74,0.5953,0.9238,0.1867
1789,35.76,0.5957,0.9237,0.1868
1790,35.78,0.596,0.9242,0.1869
1791,35.8,0.5963,0.925,0.187
1792,35.82,0.5966,0.9251,0.1871
1793,35.84,0.5969,0.9251,0.1872
1794,35.86,0.5973,0.925,0.1873
1795,35.88,0.5976,0.9257,0.1874
1796,35.9,0.5979,0.9268,0.1875
1797,35.92,0.5983,0.9271,0.1876
1798,35.94,0.5986,0.9268,0.1877
1799,35.96,0.599,0.927,0.1878
1800,35.98,0.5994,0.928,0.1879
1801,36.0,0.5997,0.9281,0.188
1802,36.02,0.6,0.9284,0.1881
1803,36.04,0.6004,0.929,0.1883
1804,36.06,0.6007,0.9296,0.1884
1805,36.08,0.601,0.9298,0.1884
1806,36.1,0.6013,0.9299,0.1885
1807,36.12,0.6017,0.9303,0.1886
1808,36.14,0.602,0.9304,0.1887
1809,36.16,0.6023,0.9312,0.1888
1810,36.18,0.6026,0.9316,0.1889
1811,36.2,0.6029,0.9318,0.189
1812,36.22,0.6033,0.9319,0.1891
1813,36.24,0.6036,0.9318,0.1892
1814,36.26,0.6039,0.9322,0.1893
1815,36.28,0.6042,0.933,0.1894
1816,36.3,0.6046,0.9337,0.1895
1817,36.32,0.605,0.9341,0.1896
1818,36.34,0.6053,0.9345,0.1897
1819,36.36,0.6057,0.9346,0.1898
1820,36.38,0.606,0.9354,0.1899
1821,36.4,0.6064,0.9354,0.19
1822,36.42,0.6067,0.9349,0.1902
1823,36.44,0.607,0.9351,0.1903
1824,36.46,0.6074,0.9358,0.1903
1825,36.48,0.6077,0.936,0.1904
1826,36.5,0.608,0.9366,0.1905
1827,36.52,0.6084,0.9376,0.1906
1828,36.54,0.6087,0.938,0.1907
1829,36.56,0.609,0.9382,0.1908
1830,36.58,0.6094,0.9384,0.1909
1831,36.6,0.6097,0.9387,0.191
1832,36.62,0.61,0.9388,0.1911
1833,36.64,0.6103,0.9389,0.1912
1834,36.66,0.6106,0.9393,0.1913
1835,36.68,0.611,0.9401,0.1914
1836,36.7,0.6113,0.9409,0.1915
1837,36.72,0.6117,0.9416,0.1916
1838,36.74,0.612,0.9416,0.1917
1839,36.76,0.6124,0.9424,0.1919
1840,36.78,0.6127,0.9419,0.192
1841,36.8,0.613,0.9419,0.1921
1842,36.82,0.6134,0.942,0.1922
1843,36.84,0.6137,0.9425,0.1922
1844,36.86,0.614,0.9431,0.1923
1845,36.88,0.6144,0.9437,0.1924
1846,36.9,0.6147,0.9444,0.1925
1847,36.92,0.615,0.9443,0.1926
1848,36.94,0.6154,0.9446,0.1928
1849,36.96,0.6157,0.945,0.1929
1850,36.98,0.616,0.9452,0.1929
1851,37.0,0.6163,0.9454,0.193
1852,37.02,0.6166,0.9453,0.1931
1853,37.04,0.617,0.946,0.1932
1854,37.06,0.6173,0.9459,0.1933
1855,37.08,0.6176,0.9466,0.1934
1856,37.1,0.618,0.9473,0.1935
1857,37.12,0.6183,0.9482,0.1936
1858,37.14,0.6187,0.9481,0.1937
1859,37.16,0.619,0.9487,0.1938
1860,37.18,0.6194,0.9494,0.194
1861,37.2,0.6197,0.9497,0.1941
1862,37.22,0.62,0.9495,0.1942
1863,37.24,0.6204,0.9495,0.1942
1864,37.26,0.6207,0.9508,0.1943
1865,37.28,0.621,0.9509,0.1944
1866,37.3,0.6213,0.9501,0.1945
1867,37.32,0.6217,0.9497,0.1946
1868,37.34,0.622,0.9506,0.1947
1869,37.36,0.6223,0.9513,0.1948
1870,37.38,0.6226,0.9511,0.1949
1871,37.4,0.6229,0.9515,0.1949
1872,37.42,0.6233,0.9516,0.195
1873,37.44,0.6236,0.9521,0.1951
1874,37.46,0.6239,0.9522,0.1953
1875,37.48,0.6242,0.9531,0.1954
1876,37.5,0.6246,0.9538,0.1955
1877,37.52,0.6249,0.954,0.1956
1878,37.54,0.6253,0.9545,0.1957
1879,37.56,0.6256,0.9545,0.1959
1880,37.58,0.626,0.9548,0.196
1881,37.6,0.6263,0.9557,0.196
1882,37.62,0.6267,0.9557,0.1961
1883,37.64,0.627,0.9561,0.1963
1884,37.66,0.6273,0.9574,0.1964
1885,37.68,0.6277,0.9575,0.1965
1886,37.7,0.628,0.9583,0.1966
1887,37.72,0.6284,0.9588,0.1967
1888,37.74,0.6287,0.9586,0.1968
1889,37.76,0.629,0.9579,0.1968
1890,37.78,0.6293,0.9588,0.1969
1891,37.8,0.6296,0.9591,0.197
1892,37.82,0.6299,0.9589,0.1971
1893,37.84,0.6303,0.9588,0.1972
1894,37.86,0.6306,0.9599,0.1973
1895,37.88,0.6309,0.9597,0.1974
1896,37.9,0.6313,0.9603,0.1975
1897,37.92,0.6316,0.9603,0.1976
1898,37.94,0.632,0.9605,0.1978
1899,37.96,0.6323,0.961,0.1979
1900,37.98,0.6327,0.9619,0.198
1901,38.0,0.633,0.9619,0.1981
1902,38.02,0.6334,0.9626,0.1982
1903,38.04,0.6337,0.963,0.1982
1904,38.06,0.634,0.9634,0.1984
1905,38.08,0.6344,0.9632,0.1985
1906,38.1,0.6347,0.9639,0.1985
1907,38.12,0.6351,0.9647,0.1987
1908,38.14,0.6354,0.9648,0.1988
1909,38.16,0.6357,0.9651,0.1989
1910,38.18,0.636,0.9658,0.199
1911,38.2,0.6364,0.9661,0.1991
1912,38.22,0.6367,0.9656,0.1992
1913,38.24,0.637,0.9657,0.1993
1914,38.26,0.6373,0.9669,0.1994
1915,38.28,0.6377,0.9681,0.1995
1916,38.3,0.638,0.9677,0.1996
1917,38.32,0.6383,0.968,0.1997
1918,38.34,0.6387,0.969,0.1998
1919,38.36,0.639,0.9692,0.1999
1920,38.38,0.6394,0.9685,0.2001
1921,38.4,0.6397,0.9688,0.2001
1922,38.42,0.6401,0.9692,0.2002
1923,38.44,0.6404,0.9701,0.2003
1924,38.46,0.6407,0.971,0.2004
1925,38.48,0.641,0.9719,0.2005
1926,38.5,0.6414,0.9724,0.2006
1927,38.52,0.6417,0.9723,0.2007
1928,38.54,0.642,0.9722,0.2008
1929,38.56,0.6424,0.9729,0.2009
1930,38.58,0.6427,0.9725,0.2011
1931,38.6,0.643,0.972,0.2011
1932,38.62,0.6433,0.9728,0.2012
1933,38.64,0.6436,0.9729,0.2013
1934,38.66,0.644,0.9732,0.2014
1935,38.68,0.6443,0.9733,0.2015
1936,38.7,0.6447,0.9742,0.2016
1937,38.72,0.645,0.9743,0.2017
1938,38.74,0.6454,0.9745,0.2018
1939,38.76,0.6457,0.9754,0.202
1940,38.78,0.646,0.9758,0.2021
1941,38.8,0.6464,0.9765,0.2021
1942,38.82,0.6467,0.977,0.2022
1943,38.84,0.647,0.9772,0.2023
1944,38.86,0.6473,0.9768,0.2025
1945,38.88,0.6476,0.9771,0.2025
1946,38.9,0.648,0.9772,0.2026
1947,38.92,0.6483,0.9775,0.2027
1948,38.94,0.6486,0.9773,0.2028
1949,38.96,0.6489,0.9782,0.2029
1950,38.98,0.6493,0.9788,0.203
1951,39.0,0.6496,0.9789,0.2031
1952,39.02,0.6499,0.9799,0.2032
1953,39.04,0.6502,0.9814,0.2033
1954,39.06,0.6506,0.9814,0.2034
1955,39.08,0.6509,0.9808,0.2035
1956,39.1,0.6513,0.9811,0.2036
1957,39.12,0.6516,0.9814,0.2037
1958,39.14,0.652,0.9813,0.2038
1959,39.16,0.6524,0.9821,0.204
1960,39.18,0.6527,0.9831,0.2041
1961,39.2,0.653,0.9829,0.2042
1962,39.22,0.6534,0.9825,0.2043
1963,39.24,0.6537,0.9832,0.2044
1964,39.26,0.654,0.9842,0.2045
1965,39.28,0.6544,0.9844,0.2046
1966,39.3,0.6547,0.9851,0.2047
1967,39.32,0.655,0.9856,0.2048
1968,39.34,0.6554,0.9856,0.2049
1969,39.36,0.6557,0.9858,0.205
1970,39.38,0.656,0.9859,0.2051
1971,39.4,0.6563,0.9863,0.2052
1972,39.42,0.6567,0.9865,0.2053
1973,39.44,0.657,0.9877,0.2053
1974,39.46,0.6573,0.988,0.2054
1975,39.48,0.6577,0.9873,0.2055
1976,39.5,0.658,0.9874,0.2057
1977,39.52,0.6584,0.9878,0.2058
1978,39.54,0.6587,0.9876,0.2059
1979,39.56,0.6591,0.9883,0.206
1980,39.58,0.6594,0.9896,0.206
1981,39.6,0.6597,0.9903,0.2062
1982,39.62,0.6601,0.9903,0.2063
1983,39.64,0.6604,0.9904,0.2064
1984,39.66,0.6607,0.9911,0.2064
1985,39.68,0.661,0.9913,0.2065
1986,39.7,0.6614,0.9913,0.2066
1987,39.72,0.6617,0.9917,0.2068
1988,39.74,0.662,0.9926,0.2069
1989,39.76,0.6623,0.9926,0.207
1990,39.78,0.6627,0.9931,0.2071
1991,39.8,0.663,0.9932,0.2072
1992,39.82,0.6633,0.9941,0.2072
1993,39.84,0.6636,0.9947,0.2073
1994,39.86,0.664,0.9951,0.2074
1995,39.88,0.6643,0.9945,0.2076
1996,39.9,0.6647,0.9942,0.2077
1997,39.92,0.665,0.9944,0.2078
1998,39.94,0.6654,0.9954,0.2079
1999,39.96,0.6657,0.9956,0.208
2000,39.98,0.6661,0.9967,0.2081
2001,40.0,0.6664,0.9975,0.2082
2002,40.02,0.6667,0.9973,0.2083
2003,40.04,0.667,0.9977,0.2084
2004,40.06,0.6673,0.998,0.2085
2005,40.08,0.6677,0.9978,0.2086
2006,40.1,0.668,0.9984,0.2087
2007,40.12,0.6683,0.9988,0.2088
2008,40.14,0.6687,0.9986,0.2089
2009,40.16,0.669,0.9987,0.209
2010,40.18,0.6693,0.9986,0.2091
2011,40.2,0.6696,0.9984,0.2092
2012,40.22,0.6699,0.9996,0.2093
2013,40.24,0.6702,1.0008,0.2094
2014,40.26,0.6706,1.0006,0.2095
2015,40.28,0.6709,1.0005,0.2095
2016,40.3,0.6713,1.0012,0.2097
2017,40.32,0.6716,1.0015,0.2098
2018,40.34,0.672,1.0024,0.2099
2019,40.36,0.6724,1.0027,0.21
2020,40.38,0.6727,1.0035,0.2101
2021,40.4,0.673,1.0033,0.2103
2022,40.42,0.6734,1.0041,0.2104
2023,40.44,0.6737,1.0054,0.2105
2024,40.46,0.674,1.0059,0.2105
2025,40.48,0.6743,1.0055,0.2106
2026,40.5,0.6747,1.0052,0.2108
2027,40.52,0.675,1.0057,0.2109
2028,40.54,0.6753,1.0066,0.211
2029,40.56,0.6757,1.0074,0.2111
2030,40.58,0.676,1.0066,0.2112
2031,40.6,0.6763,1.0062,0.2112
2032,40.62,0.6766,1.0063,0.2114
2033,40.64,0.6769,1.0074,0.2115
2034,40.66,0.6773,1.0084,0.2116
2035,40.68,0.6776,1.0085,0.2117
2036,40.7,0.678,1.0086,0.2118
2037,40.72,0.6783,1.0094,0.2119
2038,40.74,0.6787,1.0096,0.212
2039,40.76,0.6791,1.0103,0.2121
2040,40.78,0.6794,1.0104,0.2122
2041,40.8,0.6797,1.0101,0.2123
2042,40.82,0.6801,1.0103,0.2125
2043,40.84,0.6804,1.0114,0.2126
2044,40.86,0.6807,1.0113,0.2127
2045,40.88,0.6811,1.0113,0.2128
2046,40.9,0.6814,1.0109,0.2129
2047,40.92,0.6817,1.0116,0.213
2048,40.94,0.682,1.0127,0.2131
2049,40.96,0.6824,1.0138,0.2131
2050,40.98,0.6827,1.014,0.2132
2051,41.0,0.683,1.0137,0.2133
2052,41.02,0.6833,1.0138,0.2134
2053,41.04,0.6836,1.0147,0.2135
2054,41.06,0.6839,1.0154,0.2136
2055,41.08,0.6843,1.0154,0.2137
2056,41.1,0.6846,1.0141,0.2138
2057,41.12,0.685,1.0148,0.2139
2058,41.14,0.6854,1.015,0.214
2059,41.16,0.6857,1.0154,0.2141
2060,41.18,0.686,1.0161,0.2142
2061,41.2,0.6864,1.017,0.2143
2062,41.22,0.6867,1.0174,0.2145
2063,41.24,0.687,1.0176,0.2146
2064,41.26,0.6874,1.0177,0.2147
2065,41.28,0.6877,1.017,0.2147
2066,41.3,0.6881,1.0163,0.2148
2067,41.32,0.6884,1.0172,0.215
2068,41.34,0.6887,1.0192,0.2151
2069,41.36,0.689,1.0205,0.2152
2070,41.38,0.6894,1.0209,0.2153
2071,41.4,0.6897,1.0204,0.2154
2072,41.42,0.69,1.02,0.2155
2073,41.44,0.6903,1.0204,0.2156
2074,41.46,0.6906,1.0202,0.2157
2075,41.48,0.691,1.0206,0.2158
2076,41.5,0.6913,1.0214,0.2159
2077,41.52,0.6917,1.0228,0.216
2078,41.54,0.692,1.0237,0.2161
2079,41.56,0.6924,1.0243,0.2162
2080,41.58,0.6927,1.0242,0.2163
2081,41.6,0.693,1.0241,0.2164
2082,41.62,0.6933,1.0235,0.2165
2083,41.64,0.6937,1.0236,0.2166
2084,41.66,0.694,1.0244,0.2167
2085,41.68,0.6943,1.025,0.2168
2086,41.7,0.6947,1.0254,0.2169
2087,41.72,0.695,1.0256,0.217
2088,41.74,0.6953,1.0257,0.2171
2089,41.76,0.6956,1.0264,0.2172
2090,41.78,0.6959,1.0265,0.2173
2091,41.8,0.6962,1.0268,0.2174
2092,41.82,0.6966,1.0273,0.2175
2093,41.84,0.6969,1.0275,0.2176
2094,41.86,0.6972,1.027,0.2177
2095,41.88,0.6976,1.0275,0.2178
2096,41.9,0.6979,1.0281,0.2179
2097,41.92,0.6983,1.0291,0.2181
2098,41.94,0.6987,1.0302,0.2182
2099,41.96,0.699,1.0295,0.2183
2100,41.98,0.6994,1.0295,0.2184
2101,42.0,0.6997,1.0307,0.2185
2102,42.02,0.7,1.0308,0.2186
2103,42.04,0.7004,1.0309,0.2187
2104,42.06,0.7007,1.0316,0.2188
2105,42.08,0.701,1.0322,0.2189
2106,42.1,0.7014,1.0335,0.219
2107,42.12,0.7017,1.0344,0.2191
2108,42.14,0.702,1.0342,0.2192
2109,42.16,0.7023,1.0333,0.2193
2110,42.18,0.7026,1.0324,0.2194
2111,42.2,0.703,1.0329,0.2195
2112,42.22,0.7033,1.0337,0.2196
2113,42.24,0.7036,1.0343,0.2197
2114,42.26,0.704,1.0345,0.2198
2115,42.28,0.7043,1.0351,0.2199
2116,42.3,0.7047,1.0353,0.22
2117,42.32,0.705,1.0356,0.2201
2118,42.34,0.7054,1.0364,0.2202
2119,42.36,0.7057,1.0368,0.2204
2120,42.38,0.7061,1.0372,0.2204
2121,42.4,0.7064,1.0368,0.2205
2122,42.42,0.7067,1.0373,0.2206
2123,42.44,0.707,1.0376,0.2207
2124,42.46,0.7074,1.0382,0.2208
2125,42.48,0.7077,1.0381,0.2209
2126,42.5,0.708,1.039,0.221
2127,42.52,0.7084,1.0404,0.2211
2128,42.54,0.7087,1.0404,0.2212
2129,42.56,0.709,1.0397,0.2213
2130,42.58,0.7093,1.0394,0.2214
2131,42.6,0.7097,1.0407,0.2215
2132,42.62,0.71,1.0412,0.2216
2133,42.64,0.7103,1.0422,0.2217
2134,42.66,0.7106,1.0427,0.2218
2135,42.68,0.711,1.0421,0.2219
2136,42.7,0.7113,1.0417,0.222
2137,42.72,0.7117,1.043,0.2221
2138,42.74,0.7121,1.0439,0.2222
2139,42.76,0.7124,1.0437,0.2224
2140,42.78,0.7127,1.0436,0.2225
2141,42.8,0.7131,1.0437,0.2226
2142,42.82,0.7134,1.0434,0.2226
2143,42.84,0.7137,1.043,0.2227
2144,42.86,0.714,1.0444,0.2228
2145,42.88,0.7143,1.0458,0.2229
2146,42.9,0.7147,1.0455,0.223
2147,42.92,0.715,1.045,0.2231
2148,42.94,0.7153,1.0455,0.2232
2149,42.96,0.7156,1.0466,0.2233
2150,42.98,0.7159,1.0466,0.2234
2151,43.0,0.7163,1.0462,0.2235
2152,43.02,0.7166,1.0471,0.2235
2153,43.04,0.7169,1.0481,0.2236
2154,43.06,0.7172,1.0482,0.2237
2155,43.08,0.7176,1.0484,0.2238
2156,43.1,0.718,1.0487,0.2239
2157,43.12,0.7183,1.0488,0.224
2158,43.14,0.7187,1.0488,0.2242
2159,43.16,0.719,1.0493,0.2243
2160,43.18,0.7194,1.0491,0.2244
2161,43.2,0.7197,1.0498,0.2245
2162,43.22,0.72,1.0511,0.2246
2163,43.24,0.7203,1.0513,0.2247
2164,43.26,0.7206,1.051,0.2248
2165,43.28,0.721,1.0524,0.225
2166,43.3,0.7213,1.0525,0.2251
2167,43.32,0.7216,1.0519,0.2251
2168,43.34,0.722,1.0524,0.2252
2169,43.36,0.7223,1.0532,0.2253
2170,43.38,0.7226,1.0525,0.2254
2171,43.4,0.7229,1.0538,0.2255
2172,43.42,0.7232,1.0544,0.2256
2173,43.44,0.7236,1.0542,0.2257
2174,43.46,0.7239,1.0548,0.2258
2175,43.48,0.7243,1.055,0.226
2176,43.5,0.7246,1.0556,0.226
2177,43.52,0.725,1.0561,0.2262
2178,43.54,0.7254,1.0562,0.2263
2179,43.56,0.7257,1.0566,0.2264
2180,43.58,0.726,1.0575,0.2265
