1,Time,Displacement,Force,Strain 1
,(s),(mm),(kN),(%)
"","0,0000","0,0000","0,2434","-0,0007"
"","0,0200","0,0000","0,2442","-0,0007"
"","0,0400","0,0000","0,2444","-0,0007"
"","0,0600","0,0001","0,2440","-0,0007"
"","0,0800","0,0001","0,2435","-0,0007"
"","0,1000","0,0002","0,2434","-0,0007"
"","0,1200","0,0003","0,2436","-0,0007"
"","0,1400","0,0004","0,2439","-0,0007"
"","0,1600","0,0005","0,2439","-0,0006"
"","0,1800","0,0007","0,2443","-0,0006"
"","0,2000","0,0009","0,2442","-0,0006"
"","0,2200","0,0012","0,2440","-0,0005"
"","0,2400","0,0015","0,2450","-0,0004"
"","0,2600","0,0019","0,2457","-0,0002"
"","0,2800","0,0023","0,2463","-0,0001"
"","0,3000","0,0028","0,2477","0,0003"
"","0,3200","0,0033","0,2494","0,0006"
"","0,3400","0,0039","0,2508","0,0009"
"","0,3600","0,0045","0,2520","0,0013"
"","0,3800","0,0050","0,2534","0,0016"
"","0,4000","0,0056","0,2541","0,0019"
"","0,4200","0,0062","0,2559","0,0022"
"","0,4400","0,0067","0,2570","0,0025"
"","0,4600","0,0072","0,2574","0,0028"
"","0,4800","0,0076","0,2585","0,0030"
"","0,5000","0,0080","0,2598","0,0032"
"","0,5200","0,0084","0,2602","0,0035"
"","0,5400","0,0088","0,2609","0,0037"
"","0,5600","0,0091","0,2621","0,0038"
"","0,5800","0,0095","0,2629","0,0040"
"","0,6000","0,0098","0,2633","0,0041"
"","0,6200","0,0101","0,2645","0,0043"
"","0,6400","0,0104","0,2653","0,0045"
"","0,6600","0,0107","0,2661","0,0047"
"","0,6800","0,0110","0,2668","0,0048"
"","0,7000","0,0114","0,2674","0,0050"
"","0,7200","0,0117","0,2676","0,0052"
"","0,7400","0,0120","0,2674","0,0053"
"","0,7600","0,0123","0,2682","0,0055"
"","0,7800","0,0126","0,2698","0,0057"
"","0,8000","0,0129","0,2708","0,0058"
"","0,8200","0,0133","0,2712","0,0060"
"","0,8400","0,0136","0,2714","0,0062"
"","0,8600","0,0140","0,2715","0,0064"
"","0,8800","0,0143","0,2711","0,0065"
"","0,9000","0,0147","0,2727","0,0067"
"","0,9200","0,0150","0,2738","0,0069"
"","0,9400","0,0154","0,2748","0,0071"
"","0,9600","0,0157","0,2759","0,0073"
"","0,9800","0,0160","0,2761","0,0075"
"","1,0000","0,0163","0,2769","0,0076"
"","1,0200","0,0167","0,2778","0,0078"
"","1,0400","0,0170","0,2777","0,0080"
"","1,0600","0,0174","0,2790","0,0082"
"","1,0800","0,0177","0,2793","0,0083"
"","1,1000","0,0180","0,2801","0,0085"
"","1,1200","0,0184","0,2815","0,0087"
"","1,1400","0,0187","0,2823","0,0089"
"","1,1600","0,0190","0,2825","0,0090"
"","1,1800","0,0193","0,2826","0,0092"
"","1,2000","0,0196","0,2841","0,0093"
"","1,2200","0,0199","0,2848","0,0095"
"","1,2400","0,0203","0,2858","0,0097"
"","1,2600","0,0206","0,2861","0,0098"
"","1,2800","0,0210","0,2870","0,0100"
"","1,3000","0,0213","0,2876","0,0103"
"","1,3200","0,0217","0,2885","0,0104"
"","1,3400","0,0220","0,2889","0,0106"
"","1,3600","0,0224","0,2880","0,0108"
"","1,3800","0,0227","0,2881","0,0109"
"","1,4000","0,0230","0,2897","0,0111"
"","1,4200","0,0233","0,2914","0,0112"
"","1,4400","0,0237","0,2926","0,0114"
"","1,4600","0,0240","0,2932","0,0116"
"","1,4800","0,0243","0,2937","0,0118"
"","1,5000","0,0247","0,2941","0,0120"
"","1,5200","0,0250","0,2940","0,0121"
"","1,5400","0,0253","0,2946","0,0123"
"","1,5600","0,0256","0,2960","0,0124"
"","1,5800","0,0260","0,2964","0,0126"
"","1,6000","0,0263","0,2972","0,0128"
"","1,6200","0,0266","0,2976","0,0130"
"","1,6400","0,0270","0,2984","0,0132"
"","1,6600","0,0273","0,2996","0,0134"
"","1,6800","0,0277","0,3001","0,0136"
"","1,7000","0,0281","0,3001","0,0137"
"","1,7200","0,0284","0,3013","0,0139"
"","1,7400","0,0287","0,3015","0,0141"
"","1,7600","0,0291","0,3026","0,0143"
"","1,7800","0,0294","0,3026","0,0145"
"","1,8000","0,0297","0,3032","0,0146"
"","1,8200","0,0300","0,3035","0,0147"
"","1,8400","0,0303","0,3049","0,0149"
"","1,8600","0,0307","0,3059","0,0150"
"","1,8800","0,0310","0,3065","0,0152"
"","1,9000","0,0313","0,3072","0,0154"
"","1,9200","0,0316","0,3085","0,0155"
"","1,9400","0,0320","0,3087","0,0157"
"","1,9600","0,0323","0,3088","0,0159"
"","1,9800","0,0326","0,3095","0,0160"
"","2,0000","0,0329","0,3102","0,0162"
"","2,0200","0,0333","0,3110","0,0163"
"","2,0400","0,0336","0,3121","0,0165"
"","2,0600","0,0340","0,3128","0,0167"
"","2,0800","0,0343","0,3127","0,0169"
"","2,1000","0,0347","0,3133","0,0171"
"","2,1200","0,0350","0,3136","0,0172"
"","2,1400","0,0354","0,3139","0,0174"
"","2,1600","0,0357","0,3142","0,0176"
"","2,1800","0,0360","0,3153","0,0177"
"","2,2000","0,0364","0,3162","0,0179"
"","2,2200","0,0367","0,3174","0,0180"
"","2,2400","0,0370","0,3180","0,0182"
"","2,2600","0,0374","0,3181","0,0184"
"","2,2800","0,0377","0,3183","0,0185"
"","2,3000","0,0380","0,3195","0,0187"
"","2,3200","0,0383","0,3200","0,0188"
"","2,3400","0,0386","0,3205","0,0190"
"","2,3600","0,0390","0,3214","0,0191"
"","2,3800","0,0393","0,3218","0,0193"
"","2,4000","0,0396","0,3228","0,0194"
"","2,4200","0,0399","0,3229","0,0196"
"","2,4400","0,0403","0,3232","0,0198"
"","2,4600","0,0406","0,3238","0,0199"
"","2,4800","0,0410","0,3243","0,0201"
"","2,5000","0,0413","0,3248","0,0203"
"","2,5200","0,0417","0,3263","0,0204"
"","2,5400","0,0420","0,3271","0,0206"
"","2,5600","0,0423","0,3282","0,0207"
"","2,5800","0,0427","0,3282","0,0209"
"","2,6000","0,0430","0,3279","0,0211"
"","2,6200","0,0433","0,3282","0,0212"
"","2,6400","0,0436","0,3289","0,0214"
"","2,6600","0,0440","0,3298","0,0216"
"","2,6800","0,0443","0,3314","0,0217"
"","2,7000","0,0446","0,3320","0,0219"
"","2,7200","0,0449","0,3322","0,0220"
"","2,7400","0,0453","0,3326","0,0222"
"","2,7600","0,0456","0,3336","0,0224"
"","2,7800","0,0459","0,3353","0,0225"
"","2,8000","0,0463","0,3362","0,0227"
"","2,8200","0,0466","0,3361","0,0228"
"","2,8400","0,0469","0,3355","0,0230"
"","2,8600","0,0473","0,3360","0,0232"
"","2,8800","0,0477","0,3370","0,0233"
"","2,9000","0,0480","0,3379","0,0235"
"","2,9200","0,0483","0,3383","0,0237"
"","2,9400","0,0487","0,3389","0,0239"
"","2,9600","0,0490","0,3398","0,0240"
"","2,9800","0,0493","0,3405","0,0241"
"","3,0000","0,0496","0,3410","0,0243"
"","3,0200","0,0500","0,3417","0,0244"
"","3,0400","0,0503","0,3428","0,0246"
"","3,0600","0,0506","0,3433","0,0247"
"","3,0800","0,0510","0,3436","0,0249"
"","3,1000","0,0513","0,3441","0,0250"
"","3,1200","0,0516","0,3452","0,0252"
"","3,1400","0,0520","0,3453","0,0253"
"","3,1600","0,0523","0,3448","0,0255"
"","3,1800","0,0526","0,3459","0,0257"
"","3,2000","0,0529","0,3465","0,0258"
"","3,2200","0,0533","0,3472","0,0260"
"","3,2400","0,0537","0,3479","0,0261"
"","3,2600","0,0540","0,3484","0,0263"
"","3,2800","0,0544","0,3492","0,0264"
"","3,3000","0,0547","0,3499","0,0266"
"","3,3200","0,0551","0,3496","0,0268"
"","3,3400","0,0554","0,3503","0,0269"
"","3,3600","0,0557","0,3511","0,0271"
"","3,3800","0,0560","0,3524","0,0272"
"","3,4000","0,0563","0,3531","0,0274"
"","3,4200","0,0567","0,3539","0,0275"
"","3,4400","0,0570","0,3548","0,0277"
"","3,4600","0,0573","0,3544","0,0278"
"","3,4800","0,0577","0,3550","0,0280"
"","3,5000","0,0580","0,3556","0,0281"
"","3,5200","0,0583","0,3558","0,0282"
"","3,5400","0,0586","0,3558","0,0284"
"","3,5600","0,0589","0,3565","0,0285"
"","3,5800","0,0593","0,3578","0,0286"
"","3,6000","0,0596","0,3580","0,0288"
"","3,6200","0,0600","0,3586","0,0289"
"","3,6400","0,0603","0,3590","0,0291"
"","3,6600","0,0607","0,3591","0,0293"
"","3,6800","0,0610","0,3599","0,0294"
"","3,7000","0,0614","0,3610","0,0295"
"","3,7200","0,0617","0,3619","0,0297"
"","3,7400","0,0620","0,3621","0,0298"
"","3,7600","0,0624","0,3623","0,0300"
"","3,7800","0,0627","0,3631","0,0302"
"","3,8000","0,0630","0,3638","0,0303"
"","3,8200","0,0633","0,3647","0,0304"
"","3,8400","0,0637","0,3651","0,0306"
"","3,8600","0,0640","0,3651","0,0307"
"","3,8800","0,0643","0,3662","0,0309"
"","3,9000","0,0646","0,3669","0,0310"
"","3,9200","0,0650","0,3671","0,0311"
"","3,9400","0,0653","0,3667","0,0313"
"","3,9600","0,0656","0,3672","0,0314"
"","3,9800","0,0659","0,3680","0,0315"
"","4,0000","0,0663","0,3688","0,0317"
"","4,0200","0,0666","0,3698","0,0318"
"","4,0400","0,0670","0,3706","0,0320"
"","4,0600","0,0673","0,3712","0,0322"
"","4,0800","0,0677","0,3717","0,0323"
"","4,1000","0,0680","0,3723","0,0324"
"","4,1200","0,0684","0,3723","0,0326"
"","4,1400","0,0687","0,3723","0,0327"
"","4,1600","0,0690","0,3736","0,0329"
"","4,1800","0,0694","0,3740","0,0330"
"","4,2000","0,0697","0,3741","0,0332"
"","4,2200","0,0700","0,3748","0,0333"
"","4,2400","0,0704","0,3756","0,0334"
"","4,2600","0,0707","0,3757","0,0335"
"","4,2800","0,0710","0,3769","0,0337"
"","4,3000","0,0714","0,3776","0,0338"
"","4,3200","0,0717","0,3773","0,0339"
"","4,3400","0,0720","0,3778","0,0340"
"","4,3600","0,0723","0,3786","0,0341"
"","4,3800","0,0726","0,3791","0,0342"
"","4,4000","0,0730","0,3801","0,0344"
"","4,4200","0,0733","0,3800","0,0345"
"","4,4400","0,0737","0,3801","0,0347"
"","4,4600","0,0740","0,3814","0,0348"
"","4,4800","0,0744","0,3823","0,0349"
"","4,5000","0,0747","0,3825","0,0350"
"","4,5200","0,0750","0,3830","0,0352"
"","4,5400","0,0754","0,3830","0,0353"
"","4,5600","0,0757","0,3828","0,0354"
"","4,5800","0,0760","0,3840","0,0355"
"","4,6000","0,0763","0,3841","0,0357"
"","4,6200","0,0767","0,3846","0,0358"
"","4,6400","0,0770","0,3857","0,0359"
"","4,6600","0,0773","0,3861","0,0360"
"","4,6800","0,0777","0,3861","0,0362"
"","4,7000","0,0780","0,3864","0,0363"
"","4,7200","0,0783","0,3864","0,0364"
"","4,7400","0,0786","0,3878","0,0365"
"","4,7600","0,0790","0,3883","0,0366"
"","4,7800","0,0793","0,3881","0,0367"
"","4,8000","0,0796","0,3885","0,0368"
"","4,8200","0,0799","0,3892","0,0370"
"","4,8400","0,0803","0,3895","0,0371"
"","4,8600","0,0807","0,3894","0,0372"
"","4,8800","0,0810","0,3898","0,0373"
"","4,9000","0,0814","0,3906","0,0374"
"","4,9200","0,0817","0,3911","0,0376"
"","4,9400","0,0820","0,3917","0,0377"
"","4,9600","0,0824","0,3916","0,0378"
"","4,9800","0,0827","0,3917","0,0379"
"","5,0000","0,0830","0,3925","0,0380"
"","5,0200","0,0833","0,3925","0,0381"
"","5,0400","0,0837","0,3934","0,0382"
"","5,0600","0,0840","0,3939","0,0383"
"","5,0800","0,0843","0,3938","0,0384"
"","5,1000","0,0847","0,3936","0,0385"
"","5,1200","0,0850","0,3945","0,0386"
"","5,1400","0,0853","0,3949","0,0387"
"","5,1600","0,0856","0,3950","0,0388"
"","5,1800","0,0859","0,3958","0,0389"
"","5,2000","0,0863","0,3960","0,0390"
"","5,2200","0,0866","0,3973","0,0392"
"","5,2400","0,0869","0,3980","0,0393"
"","5,2600","0,0873","0,3984","0,0394"
"","5,2800","0,0877","0,3983","0,0396"
"","5,3000","0,0880","0,3987","0,0397"
"","5,3200","0,0883","0,3986","0,0398"
"","5,3400","0,0887","0,3987","0,0399"
"","5,3600","0,0890","0,3999","0,0399"
"","5,3800","0,0894","0,4004","0,0401"
"","5,4000","0,0897","0,4004","0,0402"
"","5,4200","0,0900","0,4012","0,0403"
"","5,4400","0,0904","0,4020","0,0404"
"","5,4600","0,0907","0,4020","0,0405"
"","5,4800","0,0910","0,4015","0,0406"
"","5,5000","0,0913","0,4022","0,0407"
"","5,5200","0,0917","0,4027","0,0408"
"","5,5400","0,0920","0,4038","0,0409"
"","5,5600","0,0923","0,4037","0,0410"
"","5,5800","0,0926","0,4038","0,0411"
"","5,6000","0,0930","0,4045","0,0411"
"","5,6200","0,0933","0,4048","0,0412"
"","5,6400","0,0936","0,4050","0,0414"
"","5,6600","0,0940","0,4057","0,0415"
"","5,6800","0,0944","0,4065","0,0415"
"","5,7000","0,0947","0,4068","0,0416"
"","5,7200","0,0950","0,4074","0,0417"
"","5,7400","0,0954","0,4074","0,0419"
"","5,7600","0,0957","0,4075","0,0420"
"","5,7800","0,0960","0,4079","0,0421"
"","5,8000","0,0964","0,4088","0,0422"
"","5,8200","0,0967","0,4090","0,0423"
"","5,8400","0,0970","0,4097","0,0424"
"","5,8600","0,0974","0,4099","0,0425"
"","5,8800","0,0977","0,4100","0,0426"
"","5,9000","0,0980","0,4089","0,0427"
"","5,9200","0,0983","0,4091","0,0428"
"","5,9400","0,0987","0,4100","0,0429"
"","5,9600","0,0990","0,4109","0,0430"
"","5,9800","0,0993","0,4120","0,0431"
"","6,0000","0,0996","0,4124","0,0432"
"","6,0200","0,1000","0,4127","0,0433"
"","6,0400","0,1003","0,4133","0,0434"
"","6,0600","0,1007","0,4126","0,0435"
"","6,0800","0,1010","0,4124","0,0436"
"","6,1000","0,1014","0,4126","0,0437"
"","6,1200","0,1017","0,4129","0,0438"
"","6,1400","0,1020","0,4139","0,0439"
"","6,1600","0,1024","0,4140","0,0440"
"","6,1800","0,1027","0,4149","0,0441"
"","6,2000","0,1030","0,4158","0,0442"
"","6,2200","0,1034","0,4159","0,0443"
"","6,2400","0,1037","0,4165","0,0444"
"","6,2600","0,1040","0,4160","0,0445"
"","6,2800","0,1044","0,4160","0,0446"
"","6,3000","0,1047","0,4175","0,0447"
"","6,3200","0,1050","0,4172","0,0448"
"","6,3400","0,1053","0,4185","0,0449"
"","6,3600","0,1057","0,4188","0,0449"
"","6,3800","0,1060","0,4186","0,0450"
"","6,4000","0,1063","0,4189","0,0451"
"","6,4200","0,1067","0,4190","0,0453"
"","6,4400","0,1070","0,4199","0,0453"
"","6,4600","0,1074","0,4207","0,0455"
"","6,4800","0,1077","0,4214","0,0456"
"","6,5000","0,1081","0,4210","0,0457"
"","6,5200","0,1084","0,4214","0,0458"
"","6,5400","0,1087","0,4221","0,0459"
"","6,5600","0,1091","0,4220","0,0460"
"","6,5800","0,1094","0,4221","0,0460"
"","6,6000","0,1097","0,4224","0,0461"
"","6,6200","0,1100","0,4226","0,0462"
"","6,6400","0,1103","0,4225","0,0463"
"","6,6600","0,1106","0,4234","0,0464"
"","6,6800","0,1110","0,4239","0,0465"
"","6,7000","0,1113","0,4244","0,0466"
"","6,7200","0,1116","0,4249","0,0467"
"","6,7400","0,1119","0,4248","0,0468"
"","6,7600","0,1123","0,4251","0,0469"
"","6,7800","0,1126","0,4250","0,0470"
"","6,8000","0,1129","0,4258","0,0471"
"","6,8200","0,1133","0,4275","0,0472"
"","6,8400","0,1136","0,4281","0,0473"
"","6,8600","0,1140","0,4283","0,0474"
"","6,8800","0,1143","0,4283","0,0475"
"","6,9000","0,1147","0,4286","0,0476"
"","6,9200","0,1150","0,4289","0,0477"
"","6,9400","0,1154","0,4297","0,0478"
"","6,9600","0,1157","0,4292","0,0479"
"","6,9800","0,1160","0,4294","0,0480"
"","7,0000","0,1164","0,4304","0,0481"
"","7,0200","0,1167","0,4312","0,0482"
"","7,0400","0,1171","0,4313","0,0483"
"","7,0600","0,1174","0,4318","0,0484"
"","7,0800","0,1177","0,4318","0,0485"
"","7,1000","0,1180","0,4318","0,0486"
"","7,1200","0,1183","0,4322","0,0487"
"","7,1400","0,1187","0,4320","0,0487"
"","7,1600","0,1190","0,4324","0,0488"
"","7,1800","0,1193","0,4334","0,0489"
"","7,2000","0,1196","0,4338","0,0490"
"","7,2200","0,1200","0,4331","0,0491"
"","7,2400","0,1203","0,4344","0,0492"
"","7,2600","0,1207","0,4354","0,0493"
"","7,2800","0,1210","0,4361","0,0494"
"","7,3000","0,1213","0,4363","0,0495"
"","7,3200","0,1217","0,4364","0,0496"
"","7,3400","0,1220","0,4366","0,0497"
"","7,3600","0,1223","0,4368","0,0498"
"","7,3800","0,1227","0,4376","0,0499"
"","7,4000","0,1230","0,4370","0,0500"
"","7,4200","0,1233","0,4369","0,0501"
"","7,4400","0,1237","0,4377","0,0502"
"","7,4600","0,1240","0,4383","0,0503"
"","7,4800","0,1243","0,4387","0,0504"
"","7,5000","0,1246","0,4393","0,0505"
"","7,5200","0,1250","0,4396","0,0506"
"","7,5400","0,1253","0,4402","0,0507"
"","7,5600","0,1256","0,4405","0,0508"
"","7,5800","0,1259","0,4405","0,0509"
"","7,6000","0,1263","0,4411","0,0510"
"","7,6200","0,1266","0,4412","0,0511"
"","7,6400","0,1270","0,4412","0,0512"
"","7,6600","0,1273","0,4416","0,0513"
"","7,6800","0,1277","0,4426","0,0514"
"","7,7000","0,1280","0,4433","0,0515"
"","7,7200","0,1284","0,4438","0,0517"
"","7,7400","0,1287","0,4445","0,0517"
"","7,7600","0,1290","0,4454","0,0519"
"","7,7800","0,1294","0,4447","0,0520"
"","7,8000","0,1297","0,4454","0,0520"
"","7,8200","0,1300","0,4449","0,0521"
"","7,8400","0,1303","0,4446","0,0522"
"","7,8600","0,1307","0,4455","0,0523"
"","7,8800","0,1310","0,4461","0,0524"
"","7,9000","0,1313","0,4466","0,0525"
"","7,9200","0,1317","0,4470","0,0525"
"","7,9400","0,1320","0,4479","0,0526"
"","7,9600","0,1323","0,4481","0,0527"
"","7,9800","0,1326","0,4483","0,0528"
"","8,0000","0,1329","0,4482","0,0529"
"","8,0200","0,1333","0,4484","0,0530"
"","8,0400","0,1336","0,4477","0,0531"
"","8,0600","0,1340","0,4484","0,0532"
"","8,0800","0,1343","0,4494","0,0533"
"","8,1000","0,1347","0,4498","0,0534"
"","8,1200","0,1351","0,4504","0,0535"
"","8,1400","0,1354","0,4515","0,0537"
"","8,1600","0,1357","0,4514","0,0537"
"","8,1800","0,1360","0,4512","0,0538"
"","8,2000","0,1364","0,4511","0,0539"
"","8,2200","0,1367","0,4528","0,0540"
"","8,2400","0,1370","0,4537","0,0541"
"","8,2600","0,1374","0,4531","0,0542"
"","8,2800","0,1377","0,4529","0,0544"
"","8,3000","0,1380","0,4537","0,0544"
"","8,3200","0,1383","0,4538","0,0545"
"","8,3400","0,1386","0,4542","0,0546"
"","8,3600","0,1390","0,4547","0,0547"
"","8,3800","0,1393","0,4561","0,0548"
"","8,4000","0,1396","0,4558","0,0549"
"","8,4200","0,1400","0,4560","0,0550"
"","8,4400","0,1403","0,4566","0,0551"
"","8,4600","0,1407","0,4571","0,0552"
"","8,4800","0,1411","0,4576","0,0554"
"","8,5000","0,1414","0,4574","0,0554"
"","8,5200","0,1417","0,4578","0,0555"
"","8,5400","0,1421","0,4587","0,0556"
"","8,5600","0,1424","0,4592","0,0557"
"","8,5800","0,1427","0,4594","0,0558"
"","8,6000","0,1430","0,4594","0,0559"
"","8,6200","0,1434","0,4598","0,0560"
"","8,6400","0,1437","0,4595","0,0561"
"","8,6600","0,1440","0,4597","0,0562"
"","8,6800","0,1443","0,4603","0,0563"
"","8,7000","0,1447","0,4608","0,0564"
"","8,7200","0,1450","0,4608","0,0564"
"","8,7400","0,1453","0,4612","0,0565"
"","8,7600","0,1456","0,4610","0,0566"
"","8,7800","0,1459","0,4614","0,0567"
"","8,8000","0,1462","0,4620","0,0568"
"","8,8200","0,1466","0,4633","0,0570"
"","8,8400","0,1470","0,4641","0,0571"
"","8,8600","0,1473","0,4641","0,0572"
"","8,8800","0,1477","0,4645","0,0573"
"","8,9000","0,1480","0,4654","0,0574"
"","8,9200","0,1484","0,4656","0,0575"
"","8,9400","0,1487","0,4659","0,0576"
"","8,9600","0,1490","0,4654","0,0577"
"","8,9800","0,1494","0,4656","0,0578"
"","9,0000","0,1497","0,4663","0,0580"
"","9,0200","0,1500","0,4668","0,0580"
"","9,0400","0,1504","0,4683","0,0581"
"","9,0600","0,1507","0,4681","0,0582"
"","9,0800","0,1510","0,4679","0,0583"
"","9,1000","0,1513","0,4681","0,0584"
"","9,1200","0,1517","0,4685","0,0585"
"","9,1400","0,1520","0,4696","0,0586"
"","9,1600","0,1523","0,4696","0,0587"
"","9,1800","0,1527","0,4701","0,0588"
"","9,2000","0,1530","0,4700","0,0589"
"","9,2200","0,1533","0,4703","0,0590"
"","9,2400","0,1537","0,4710","0,0591"
"","9,2600","0,1540","0,4723","0,0592"
"","9,2800","0,1544","0,4719","0,0593"
"","9,3000","0,1547","0,4713","0,0594"
"","9,3200","0,1550","0,4719","0,0595"
"","9,3400","0,1554","0,4725","0,0596"
"","9,3600","0,1557","0,4732","0,0597"
"","9,3800","0,1560","0,4743","0,0597"
"","9,4000","0,1564","0,4742","0,0598"
"","9,4200","0,1567","0,4747","0,0599"
"","9,4400","0,1570","0,4746","0,0600"
"","9,4600","0,1574","0,4750","0,0601"
"","9,4800","0,1577","0,4758","0,0602"
"","9,5000","0,1580","0,4755","0,0603"
"","9,5200","0,1583","0,4755","0,0604"
"","9,5400","0,1586","0,4755","0,0605"
"","9,5600","0,1590","0,4768","0,0606"
"","9,5800","0,1593","0,4777","0,0607"
"","9,6000","0,1596","0,4779","0,0608"
"","9,6200","0,1600","0,4779","0,0609"
"","9,6400","0,1603","0,4780","0,0610"
"","9,6600","0,1607","0,4782","0,0611"
"","9,6800","0,1611","0,4785","0,0613"
"","9,7000","0,1614","0,4794","0,0614"
"","9,7200","0,1617","0,4799","0,0615"
"","9,7400","0,1621","0,4802","0,0616"
"","9,7600","0,1624","0,4807","0,0617"
"","9,7800","0,1627","0,4808","0,0618"
"","9,8000","0,1630","0,4813","0,0619"
"","9,8200","0,1634","0,4810","0,0620"
"","9,8400","0,1637","0,4810","0,0621"
"","9,8600","0,1640","0,4815","0,0622"
"","9,8800","0,1643","0,4822","0,0623"
"","9,9000","0,1647","0,4826","0,0623"
"","9,9200","0,1650","0,4834","0,0624"
"","9,9400","0,1653","0,4834","0,0625"
"","9,9600","0,1656","0,4833","0,0626"
"","9,9800","0,1659","0,4831","0,0627"
"","10,0000","0,1663","0,4847","0,0628"
"","10,0200","0,1666","0,4850","0,0629"
"","10,0400","0,1670","0,4857","0,0630"
"","10,0600","0,1673","0,4858","0,0631"
"","10,0800","0,1677","0,4857","0,0632"
"","10,1000","0,1680","0,4861","0,0634"
"","10,1200","0,1684","0,4867","0,0635"
"","10,1400","0,1687","0,4866","0,0636"
"","10,1600","0,1690","0,4869","0,0636"
"","10,1800","0,1693","0,4876","0,0637"
"","10,2000","0,1696","0,4885","0,0638"
"","10,2200","0,1700","0,4887","0,0639"
"","10,2400","0,1703","0,4883","0,0640"
"","10,2600","0,1706","0,4892","0,0641"
"","10,2800","0,1710","0,4893","0,0642"
"","10,3000","0,1713","0,4888","0,0643"
"","10,3200","0,1716","0,4894","0,0644"
"","10,3400","0,1719","0,4906","0,0645"
"","10,3600","0,1722","0,4909","0,0646"
"","10,3800","0,1726","0,4904","0,0646"
"","10,4000","0,1729","0,4914","0,0647"
"","10,4200","0,1733","0,4925","0,0649"
"","10,4400","0,1736","0,4928","0,0650"
"","10,4600","0,1740","0,4929","0,0651"
"","10,4800","0,1743","0,4929","0,0652"
"","10,5000","0,1747","0,4936","0,0653"
"","10,5200","0,1750","0,4943","0,0654"
"","10,5400","0,1753","0,4947","0,0655"
"","10,5600","0,1757","0,4957","0,0656"
"","10,5800","0,1760","0,4962","0,0657"
"","10,6000","0,1763","0,4958","0,0659"
"","10,6200","0,1767","0,4959","0,0660"
"","10,6400","0,1770","0,4958","0,0661"
"","10,6600","0,1773","0,4971","0,0661"
"","10,6800","0,1776","0,4982","0,0662"
"","10,7000","0,1780","0,4984","0,0663"
"","10,7200","0,1783","0,4978","0,0664"
"","10,7400","0,1786","0,4976","0,0665"
"","10,7600","0,1789","0,4983","0,0666"
"","10,7800","0,1793","0,4991","0,0667"
"","10,8000","0,1796","0,4995","0,0668"
"","10,8200","0,1800","0,5002","0,0669"
"","10,8400","0,1803","0,5002","0,0670"
"","10,8600","0,1807","0,5001","0,0672"
"","10,8800","0,1811","0,5001","0,0672"
"","10,9000","0,1814","0,5013","0,0673"
"","10,9200","0,1817","0,5015","0,0674"
"","10,9400","0,1820","0,5019","0,0675"
"","10,9600","0,1824","0,5024","0,0676"
"","10,9800","0,1827","0,5033","0,0677"
"","11,0000","0,1830","0,5040","0,0678"
"","11,0200","0,1834","0,5043","0,0679"
"","11,0400","0,1837","0,5042","0,0680"
"","11,0600","0,1840","0,5040","0,0681"
"","11,0800","0,1843","0,5046","0,0682"
"","11,1000","0,1847","0,5049","0,0683"
"","11,1200","0,1850","0,5048","0,0684"
"","11,1400","0,1853","0,5058","0,0685"
"","11,1600","0,1856","0,5062","0,0686"
"","11,1800","0,1860","0,5069","0,0687"
"","11,2000","0,1863","0,5072","0,0689"
"","11,2200","0,1867","0,5077","0,0690"
"","11,2400","0,1871","0,5073","0,0691"
"","11,2600","0,1874","0,5082","0,0692"
"","11,2800","0,1878","0,5088","0,0693"
"","11,3000","0,1881","0,5090","0,0694"
"","11,3200","0,1884","0,5099","0,0695"
"","11,3400","0,1887","0,5107","0,0696"
"","11,3600","0,1890","0,5102","0,0696"
"","11,3800","0,1893","0,5103","0,0697"
"","11,4000","0,1897","0,5106","0,0698"
"","11,4200","0,1900","0,5106","0,0699"
"","11,4400","0,1903","0,5111","0,0700"
"","11,4600","0,1906","0,5120","0,0701"
"","11,4800","0,1910","0,5115","0,0702"
"","11,5000","0,1913","0,5113","0,0703"
"","11,5200","0,1916","0,5121","0,0704"
"","11,5400","0,1919","0,5128","0,0705"
"","11,5600","0,1922","0,5136","0,0706"
"","11,5800","0,1926","0,5139","0,0707"
"","11,6000","0,1929","0,5141","0,0708"
"","11,6200","0,1933","0,5144","0,0709"
"","11,6400","0,1936","0,5153","0,0710"
"","11,6600","0,1940","0,5156","0,0712"
"","11,6800","0,1943","0,5152","0,0712"
"","11,7000","0,1947","0,5158","0,0714"
"","11,7200","0,1950","0,5169","0,0715"
"","11,7400","0,1954","0,5176","0,0716"
"","11,7600","0,1957","0,5174","0,0717"
"","11,7800","0,1960","0,5179","0,0718"
"","11,8000","0,1964","0,5181","0,0719"
"","11,8200","0,1967","0,5184","0,0720"
"","11,8400","0,1970","0,5191","0,0721"
"","11,8600","0,1974","0,5201","0,0722"
"","11,8800","0,1977","0,5201","0,0723"
"","11,9000","0,1980","0,5198","0,0724"
"","11,9200","0,1983","0,5202","0,0725"
"","11,9400","0,1986","0,5196","0,0725"
"","11,9600","0,1989","0,5197","0,0726"
"","11,9800","0,1993","0,5209","0,0727"
"","12,0000","0,1996","0,5219","0,0728"
"","12,0200","0,2000","0,5217","0,0730"
"","12,0400","0,2003","0,5226","0,0731"
"","12,0600","0,2007","0,5233","0,0732"
"","12,0800","0,2010","0,5233","0,0733"
"","12,1000","0,2014","0,5236","0,0734"
