1,Time,Displacement,Force,Strain 1
,(s),(mm),(kN),(%)
"","95,4400","1,5904","1,8514","0,5219"
"","95,4600","1,5907","1,8520","0,5220"
"","95,4800","1,5910","1,8520","0,5221"
"","95,5000","1,5914","1,8518","0,5222"
"","95,5200","1,5917","1,8525","0,5224"
"","95,5400","1,5920","1,8531","0,5225"
"","95,5600","1,5924","1,8524","0,5227"
"","95,5800","1,5927","1,8523","0,5228"
"","95,6000","1,5930","1,8526","0,5229"
"","95,6200","1,5933","1,8534","0,5230"
"","95,6400","1,5936","1,8537","0,5231"
"","95,6600","1,5939","1,8537","0,5232"
"","95,6800","1,5943","1,8547","0,5233"
"","95,7000","1,5946","1,8552","0,5235"
"","95,7200","1,5950","1,8547","0,5236"
"","95,7400","1,5953","1,8558","0,5237"
"","95,7600","1,5957","1,8562","0,5239"
"","95,7800","1,5960","1,8561","0,5240"
"","95,8000","1,5964","1,8558","0,5242"
"","95,8200","1,5967","1,8560","0,5243"
"","95,8400","1,5971","1,8564","0,5244"
"","95,8600","1,5974","1,8564","0,5245"
"","95,8800","1,5977","1,8567","0,5246"
"","95,9000","1,5980","1,8567","0,5248"
"","95,9200","1,5984","1,8567","0,5249"
"","95,9400","1,5987","1,8571","0,5250"
"","95,9600","1,5990","1,8575","0,5251"
"","95,9800","1,5993","1,8578","0,5253"
"","96,0000","1,5996","1,8581","0,5254"
"","96,0200","1,6000","1,8579","0,5255"
"","96,0400","1,6003","1,8584","0,5256"
"","96,0600","1,6006","1,8591","0,5257"
"","96,0800","1,6009","1,8590","0,5259"
"","96,1000","1,6013","1,8592","0,5260"
"","96,1200","1,6016","1,8598","0,5261"
"","96,1400","1,6020","1,8596","0,5263"
"","96,1600","1,6024","1,8604","0,5264"
"","96,1800","1,6027","1,8608","0,5266"
"","96,2000","1,6031","1,8615","0,5267"
"","96,2200","1,6034","1,8617","0,5268"
"","96,2400","1,6037","1,8617","0,5270"
"","96,2600","1,6040","1,8625","0,5271"
"","96,2800","1,6044","1,8629","0,5272"
"","96,3000","1,6047","1,8623","0,5273"
"","96,3200","1,6050","1,8625","0,5275"
"","96,3400","1,6054","1,8629","0,5276"
"","96,3600","1,6057","1,8633","0,5277"
"","96,3800","1,6060","1,8629","0,5279"
"","96,4000","1,6063","1,8627","0,5280"
"","96,4200","1,6067","1,8629","0,5281"
"","96,4400","1,6070","1,8635","0,5282"
"","96,4600","1,6073","1,8647","0,5284"
"","96,4800","1,6076","1,8650","0,5285"
"","96,5000","1,6080","1,8649","0,5286"
"","96,5200","1,6083","1,8655","0,5287"
"","96,5400","1,6087","1,8659","0,5289"
"","96,5600","1,6090","1,8659","0,5290"
"","96,5800","1,6094","1,8654","0,5292"
"","96,6000","1,6097","1,8655","0,5293"
"","96,6200","1,6100","1,8654","0,5294"
"","96,6400","1,6104","1,8658","0,5295"
"","96,6600","1,6107","1,8664","0,5296"
"","96,6800","1,6110","1,8667","0,5297"
"","96,7000","1,6113","1,8674","0,5299"
"","96,7200","1,6117","1,8684","0,5300"
"","96,7400","1,6120","1,8687","0,5302"
"","96,7600","1,6123","1,8686","0,5303"
"","96,7800","1,6126","1,8683","0,5304"
"","96,8000","1,6130","1,8675","0,5305"
"","96,8200","1,6133","1,8675","0,5306"
"","96,8400","1,6136","1,8685","0,5308"
"","96,8600","1,6139","1,8693","0,5309"
"","96,8800","1,6143","1,8687","0,5310"
"","96,9000","1,6146","1,8684","0,5311"
"","96,9200","1,6150","1,8691","0,5312"
"","96,9400","1,6153","1,8700","0,5314"
"","96,9600","1,6157","1,8703","0,5315"
"","96,9800","1,6160","1,8706","0,5317"
"","97,0000","1,6164","1,8708","0,5318"
"","97,0200","1,6167","1,8717","0,5320"
"","97,0400","1,6170","1,8720","0,5321"
"","97,0600","1,6173","1,8715","0,5322"
"","97,0800","1,6177","1,8721","0,5323"
"","97,1000","1,6180","1,8724","0,5324"
"","97,1200","1,6183","1,8727","0,5326"
"","97,1400","1,6187","1,8732","0,5327"
"","97,1600","1,6190","1,8729","0,5328"
"","97,1800","1,6193","1,8729","0,5330"
"","97,2000","1,6196","1,8727","0,5331"
"","97,2200","1,6200","1,8731","0,5332"
"","97,2400","1,6203","1,8732","0,5334"
"","97,2600","1,6206","1,8736","0,5335"
"","97,2800","1,6209","1,8741","0,5336"
"","97,3000","1,6213","1,8747","0,5337"
"","97,3200","1,6216","1,8751","0,5339"
"","97,3400","1,6220","1,8752","0,5340"
"","97,3600","1,6224","1,8756","0,5341"
"","97,3800","1,6227","1,8756","0,5343"
"","97,4000","1,6230","1,8761","0,5344"
"","97,4200","1,6234","1,8765","0,5345"
"","97,4400","1,6237","1,8763","0,5346"
"","97,4600","1,6240","1,8766","0,5348"
"","97,4800","1,6243","1,8765","0,5349"
"","97,5000","1,6247","1,8765","0,5350"
"","97,5200","1,6250","1,8768","0,5352"
"","97,5400","1,6253","1,8776","0,5353"
"","97,5600","1,6257","1,8776","0,5355"
"","97,5800","1,6260","1,8781","0,5356"
"","97,6000","1,6263","1,8782","0,5357"
"","97,6200","1,6266","1,8784","0,5358"
"","97,6400","1,6270","1,8783","0,5359"
"","97,6600","1,6273","1,8795","0,5360"
"","97,6800","1,6276","1,8806","0,5361"
"","97,7000","1,6280","1,8804","0,5363"
"","97,7200","1,6283","1,8802","0,5364"
"","97,7400","1,6287","1,8803","0,5366"
"","97,7600","1,6290","1,8806","0,5367"
"","97,7800","1,6294","1,8807","0,5369"
"","97,8000","1,6297","1,8808","0,5370"
"","97,8200","1,6300","1,8811","0,5371"
"","97,8400","1,6304","1,8812","0,5373"
"","97,8600","1,6307","1,8814","0,5374"
"","97,8800","1,6310","1,8820","0,5375"
"","97,9000","1,6314","1,8821","0,5376"
"","97,9200","1,6317","1,8815","0,5377"
"","97,9400","1,6320","1,8818","0,5379"
"","97,9600","1,6324","1,8828","0,5380"
"","97,9800","1,6327","1,8829","0,5382"
"","98,0000","1,6330","1,8827","0,5383"
"","98,0200","1,6333","1,8832","0,5384"
"","98,0400","1,6336","1,8837","0,5385"
"","98,0600","1,6340","1,8837","0,5386"
"","98,0800","1,6343","1,8846","0,5388"
"","98,1000","1,6346","1,8850","0,5389"
"","98,1200","1,6350","1,8852","0,5390"
"","98,1400","1,6353","1,8847","0,5392"
"","98,1600","1,6357","1,8848","0,5393"
"","98,1800","1,6360","1,8859","0,5394"
"","98,2000","1,6364","1,8858","0,5396"
"","98,2200","1,6367","1,8859","0,5397"
"","98,2400","1,6370","1,8867","0,5399"
"","98,2600","1,6374","1,8863","0,5400"
"","98,2800","1,6377","1,8865","0,5401"
"","98,3000","1,6380","1,8873","0,5402"
"","98,3200","1,6384","1,8870","0,5403"
"","98,3400","1,6387","1,8875","0,5405"
"","98,3600","1,6390","1,8877","0,5406"
"","98,3800","1,6394","1,8871","0,5408"
"","98,4000","1,6397","1,8875","0,5409"
"","98,4200","1,6400","1,8877","0,5410"
"","98,4400","1,6403","1,8878","0,5411"
"","98,4600","1,6406","1,8883","0,5412"
"","98,4800","1,6410","1,8885","0,5413"
"","98,5000","1,6413","1,8886","0,5415"
"","98,5200","1,6417","1,8891","0,5416"
"","98,5400","1,6420","1,8898","0,5418"
"","98,5600","1,6424","1,8908","0,5419"
"","98,5800","1,6427","1,8903","0,5421"
"","98,6000","1,6431","1,8897","0,5422"
"","98,6200","1,6434","1,8903","0,5423"
"","98,6400","1,6437","1,8901","0,5424"
"","98,6600","1,6440","1,8911","0,5425"
"","98,6800","1,6443","1,8920","0,5427"
"","98,7000","1,6447","1,8924","0,5428"
"","98,7200","1,6450","1,8927","0,5430"
"","98,7400","1,6453","1,8936","0,5431"
"","98,7600","1,6457","1,8933","0,5432"
"","98,7800","1,6460","1,8932","0,5433"
"","98,8000","1,6463","1,8930","0,5434"
"","98,8200","1,6466","1,8930","0,5436"
"","98,8400","1,6469","1,8928","0,5437"
"","98,8600","1,6473","1,8933","0,5439"
"","98,8800","1,6476","1,8933","0,5440"
"","98,9000","1,6479","1,8943","0,5442"
"","98,9200","1,6483","1,8943","0,5443"
"","98,9400","1,6487","1,8941","0,5444"
"","98,9600","1,6490","1,8946","0,5446"
"","98,9800","1,6494","1,8957","0,5447"
"","99,0000","1,6497","1,8961","0,5448"
"","99,0200","1,6500","1,8969","0,5450"
"","99,0400","1,6504","1,8963","0,5451"
"","99,0600","1,6507","1,8964","0,5452"
"","99,0800","1,6510","1,8971","0,5453"
"","99,1000","1,6514","1,8968","0,5455"
"","99,1200","1,6517","1,8966","0,5456"
"","99,1400","1,6521","1,8973","0,5457"
"","99,1600","1,6524","1,8976","0,5459"
"","99,1800","1,6527","1,8969","0,5460"
"","99,2000","1,6530","1,8961","0,5461"
"","99,2200","1,6533","1,8969","0,5462"
"","99,2400","1,6536","1,8978","0,5463"
"","99,2600","1,6540","1,8985","0,5464"
"","99,2800","1,6543","1,8981","0,5466"
"","99,3000","1,6546","1,8984","0,5467"
"","99,3200","1,6550","1,8996","0,5469"
"","99,3400","1,6553","1,9005","0,5470"
"","99,3600","1,6557","1,8999","0,5471"
"","99,3800","1,6560","1,9005","0,5473"
"","99,4000","1,6564","1,9009","0,5474"
"","99,4200","1,6567","1,9004","0,5475"
"","99,4400","1,6570","1,9007","0,5476"
"","99,4600","1,6573","1,9014","0,5478"
"","99,4800","1,6577","1,9010","0,5479"
"","99,5000","1,6580","1,9001","0,5481"
"","99,5200","1,6583","1,9005","0,5482"
"","99,5400","1,6587","1,9026","0,5483"
"","99,5600","1,6590","1,9027","0,5484"
"","99,5800","1,6593","1,9021","0,5486"
"","99,6000","1,6597","1,9019","0,5487"
"","99,6200","1,6600","1,9020","0,5488"
"","99,6400","1,6603","1,9023","0,5489"
"","99,6600","1,6606","1,9025","0,5491"
"","99,6800","1,6610","1,9037","0,5492"
"","99,7000","1,6613","1,9037","0,5493"
"","99,7200","1,6617","1,9039","0,5495"
"","99,7400","1,6620","1,9041","0,5496"
"","99,7600","1,6624","1,9049","0,5497"
"","99,7800","1,6627","1,9060","0,5499"
"","99,8000","1,6630","1,9061","0,5500"
"","99,8200","1,6634","1,9053","0,5501"
"","99,8400","1,6637","1,9051","0,5503"
"","99,8600","1,6640","1,9057","0,5504"
"","99,8800","1,6643","1,9068","0,5505"
"","99,9000","1,6647","1,9068","0,5507"
"","99,9200","1,6650","1,9068","0,5508"
"","99,9400","1,6653","1,9076","0,5509"
"","99,9600","1,6657","1,9078","0,5511"
"","99,9800","1,6660","1,9070","0,5512"
"","100,0000","1,6663","1,9079","0,5513"
"","100,0200","1,6666","1,9080","0,5514"
"","100,0400","1,6670","1,9081","0,5515"
"","100,0600","1,6673","1,9075","0,5517"
"","100,0800","1,6676","1,9072","0,5518"
"","100,1000","1,6680","1,9081","0,5520"
"","100,1200","1,6683","1,9092","0,5521"
"","100,1400","1,6687","1,9093","0,5523"
"","100,1600","1,6691","1,9096","0,5524"
"","100,1800","1,6694","1,9093","0,5525"
"","100,2000","1,6697","1,9084","0,5526"
"","100,2200","1,6700","1,9093","0,5527"
"","100,2400","1,6703","1,9105","0,5529"
"","100,2600","1,6707","1,9110","0,5530"
"","100,2800","1,6710","1,9109","0,5531"
"","100,3000","1,6713","1,9109","0,5533"
"","100,3200","1,6717","1,9112","0,5534"
"","100,3400","1,6720","1,9116","0,5536"
"","100,3600","1,6723","1,9123","0,5536"
"","100,3800","1,6726","1,9132","0,5538"
"","100,4000","1,6730","1,9130","0,5539"
"","100,4200","1,6733","1,9135","0,5540"
"","100,4400","1,6736","1,9135","0,5541"
"","100,4600","1,6739","1,9137","0,5543"
"","100,4800","1,6743","1,9135","0,5544"
"","100,5000","1,6746","1,9127","0,5545"
"","100,5200","1,6750","1,9135","0,5547"
"","100,5400","1,6754","1,9140","0,5548"
"","100,5600","1,6757","1,9142","0,5549"
"","100,5800","1,6761","1,9145","0,5551"
"","100,6000","1,6764","1,9149","0,5552"
"","100,6200","1,6767","1,9154","0,5554"
"","100,6400","1,6770","1,9152","0,5555"
"","100,6600","1,6774","1,9145","0,5556"
"","100,6800","1,6777","1,9150","0,5558"
"","100,7000","1,6780","1,9153","0,5559"
"","100,7200","1,6783","1,9159","0,5560"
"","100,7400","1,6787","1,9161","0,5561"
"","100,7600","1,6790","1,9161","0,5562"
"","100,7800","1,6793","1,9173","0,5563"
"","100,8000","1,6796","1,9179","0,5565"
"","100,8200","1,6799","1,9171","0,5566"
"","100,8400","1,6802","1,9172","0,5567"
"","100,8600","1,6806","1,9173","0,5569"
"","100,8800","1,6809","1,9175","0,5570"
"","100,9000","1,6813","1,9184","0,5571"
"","100,9200","1,6817","1,9183","0,5573"
"","100,9400","1,6820","1,9184","0,5575"
"","100,9600","1,6824","1,9181","0,5576"
"","100,9800","1,6827","1,9187","0,5577"
"","101,0000","1,6830","1,9194","0,5578"
"","101,0200","1,6834","1,9197","0,5579"
"","101,0400","1,6837","1,9194","0,5581"
"","101,0600","1,6840","1,9208","0,5582"
"","101,0800","1,6843","1,9201","0,5583"
"","101,1000","1,6847","1,9204","0,5585"
"","101,1200","1,6850","1,9216","0,5586"
"","101,1400","1,6854","1,9219","0,5588"
"","101,1600","1,6857","1,9219","0,5589"
"","101,1800","1,6860","1,9213","0,5590"
"","101,2000","1,6863","1,9215","0,5591"
"","101,2200","1,6867","1,9224","0,5592"
"","101,2400","1,6870","1,9226","0,5594"
"","101,2600","1,6873","1,9228","0,5595"
"","101,2800","1,6877","1,9226","0,5597"
"","101,3000","1,6880","1,9230","0,5598"
"","101,3200","1,6884","1,9232","0,5599"
"","101,3400","1,6887","1,9233","0,5601"
"","101,3600","1,6890","1,9234","0,5602"
"","101,3800","1,6894","1,9240","0,5604"
"","101,4000","1,6897","1,9238","0,5605"
"","101,4200","1,6900","1,9248","0,5606"
"","101,4400","1,6904","1,9244","0,5607"
"","101,4600","1,6907","1,9240","0,5608"
"","101,4800","1,6910","1,9243","0,5609"
"","101,5000","1,6913","1,9261","0,5611"
"","101,5200","1,6917","1,9266","0,5612"
"","101,5400","1,6920","1,9264","0,5614"
"","101,5600","1,6923","1,9264","0,5615"
"","101,5800","1,6927","1,9256","0,5616"
"","101,6000","1,6930","1,9262","0,5617"
"","101,6200","1,6933","1,9262","0,5618"
"","101,6400","1,6936","1,9270","0,5620"
"","101,6600","1,6939","1,9271","0,5621"
"","101,6800","1,6943","1,9269","0,5622"
"","101,7000","1,6946","1,9268","0,5624"
"","101,7200","1,6950","1,9273","0,5626"
"","101,7400","1,6953","1,9284","0,5627"
"","101,7600","1,6957","1,9288","0,5629"
"","101,7800","1,6960","1,9283","0,5630"
"","101,8000","1,6964","1,9281","0,5631"
"","101,8200","1,6967","1,9284","0,5632"
"","101,8400","1,6970","1,9292","0,5633"
"","101,8600","1,6973","1,9300","0,5635"
"","101,8800","1,6977","1,9298","0,5636"
"","101,9000","1,6980","1,9293","0,5638"
"","101,9200","1,6983","1,9294","0,5639"
"","101,9400","1,6987","1,9293","0,5640"
"","101,9600","1,6990","1,9303","0,5641"
"","101,9800","1,6993","1,9317","0,5643"
"","102,0000","1,6996","1,9314","0,5644"
"","102,0200","1,6999","1,9309","0,5645"
"","102,0400","1,7003","1,9311","0,5646"
"","102,0600","1,7006","1,9305","0,5647"
"","102,0800","1,7009","1,9312","0,5649"
"","102,1000","1,7013","1,9322","0,5650"
"","102,1200","1,7016","1,9331","0,5651"
"","102,1400","1,7020","1,9329","0,5653"
"","102,1600","1,7023","1,9331","0,5654"
"","102,1800","1,7027","1,9323","0,5655"
"","102,2000","1,7030","1,9326","0,5657"
"","102,2200","1,7033","1,9334","0,5658"
"","102,2400","1,7037","1,9340","0,5659"
"","102,2600","1,7040","1,9345","0,5661"
"","102,2800","1,7043","1,9344","0,5662"
"","102,3000","1,7047","1,9351","0,5664"
"","102,3200","1,7050","1,9360","0,5665"
"","102,3400","1,7054","1,9357","0,5666"
"","102,3600","1,7057","1,9352","0,5668"
"","102,3800","1,7060","1,9353","0,5669"
"","102,4000","1,7063","1,9357","0,5670"
"","102,4200","1,7066","1,9363","0,5671"
"","102,4400","1,7069","1,9369","0,5672"
"","102,4600","1,7073","1,9363","0,5673"
"","102,4800","1,7076","1,9365","0,5675"
"","102,5000","1,7080","1,9369","0,5677"
"","102,5200","1,7083","1,9370","0,5678"
"","102,5400","1,7087","1,9372","0,5679"
"","102,5600","1,7090","1,9378","0,5681"
"","102,5800","1,7093","1,9389","0,5682"
"","102,6000","1,7097","1,9389","0,5684"
"","102,6200","1,7100","1,9384","0,5685"
"","102,6400","1,7104","1,9382","0,5686"
"","102,6600","1,7107","1,9390","0,5687"
"","102,6800","1,7110","1,9392","0,5688"
"","102,7000","1,7114","1,9391","0,5690"
"","102,7200","1,7117","1,9397","0,5691"
"","102,7400","1,7120","1,9405","0,5692"
"","102,7600","1,7123","1,9401","0,5694"
"","102,7800","1,7127","1,9405","0,5695"
"","102,8000","1,7130","1,9405","0,5696"
"","102,8200","1,7133","1,9399","0,5698"
"","102,8400","1,7136","1,9411","0,5699"
"","102,8600","1,7140","1,9417","0,5700"
"","102,8800","1,7143","1,9413","0,5702"
"","102,9000","1,7147","1,9412","0,5703"
"","102,9200","1,7150","1,9416","0,5704"
"","102,9400","1,7153","1,9419","0,5706"
"","102,9600","1,7157","1,9421","0,5707"
"","102,9800","1,7160","1,9423","0,5708"
"","103,0000","1,7163","1,9433","0,5710"
"","103,0200","1,7167","1,9429","0,5711"
"","103,0400","1,7170","1,9431","0,5712"
"","103,0600","1,7173","1,9438","0,5714"
"","103,0800","1,7176","1,9443","0,5715"
"","103,1000","1,7180","1,9444","0,5716"
"","103,1200","1,7183","1,9449","0,5718"
"","103,1400","1,7186","1,9450","0,5719"
"","103,1600","1,7190","1,9450","0,5720"
"","103,1800","1,7193","1,9456","0,5721"
"","103,2000","1,7196","1,9459","0,5723"
"","103,2200","1,7199","1,9459","0,5724"
"","103,2400","1,7203","1,9458","0,5725"
"","103,2600","1,7206","1,9453","0,5727"
"","103,2800","1,7209","1,9449","0,5728"
"","103,3000","1,7213","1,9456","0,5729"
"","103,3200","1,7217","1,9456","0,5731"
"","103,3400","1,7220","1,9463","0,5732"
"","103,3600","1,7224","1,9470","0,5734"
"","103,3800","1,7227","1,9480","0,5735"
"","103,4000","1,7230","1,9477","0,5737"
"","103,4200","1,7234","1,9475","0,5738"
"","103,4400","1,7237","1,9478","0,5739"
"","103,4600","1,7240","1,9481","0,5740"
"","103,4800","1,7243","1,9480","0,5741"
"","103,5000","1,7247","1,9484","0,5743"
"","103,5200","1,7250","1,9488","0,5744"
"","103,5400","1,7253","1,9493","0,5746"
"","103,5600","1,7256","1,9491","0,5747"
"","103,5800","1,7260","1,9492","0,5748"
"","103,6000","1,7263","1,9497","0,5750"
"","103,6200","1,7266","1,9496","0,5751"
"","103,6400","1,7269","1,9501","0,5752"
"","103,6600","1,7273","1,9506","0,5753"
"","103,6800","1,7276","1,9505","0,5755"
"","103,7000","1,7280","1,9511","0,5756"
"","103,7200","1,7283","1,9511","0,5758"
"","103,7400","1,7287","1,9513","0,5760"
"","103,7600","1,7290","1,9514","0,5761"
"","103,7800","1,7294","1,9523","0,5762"
"","103,8000","1,7297","1,9535","0,5764"
"","103,8200","1,7300","1,9530","0,5765"
"","103,8400","1,7304","1,9527","0,5766"
"","103,8600","1,7307","1,9524","0,5767"
"","103,8800","1,7310","1,9520","0,5769"
"","103,9000","1,7314","1,9527","0,5770"
"","103,9200","1,7317","1,9538","0,5771"
"","103,9400","1,7320","1,9542","0,5772"
"","103,9600","1,7323","1,9538","0,5774"
"","103,9800","1,7327","1,9538","0,5775"
"","104,0000","1,7330","1,9540","0,5776"
"","104,0200","1,7333","1,9544","0,5777"
"","104,0400","1,7336","1,9540","0,5779"
"","104,0600","1,7340","1,9539","0,5780"
"","104,0800","1,7343","1,9544","0,5781"
"","104,1000","1,7347","1,9549","0,5783"
"","104,1200","1,7350","1,9554","0,5785"
"","104,1400","1,7354","1,9556","0,5786"
"","104,1600","1,7357","1,9565","0,5787"
"","104,1800","1,7360","1,9571","0,5788"
"","104,2000","1,7364","1,9567","0,5790"
"","104,2200","1,7367","1,9559","0,5791"
"","104,2400","1,7370","1,9564","0,5793"
"","104,2600","1,7374","1,9567","0,5794"
"","104,2800","1,7377","1,9567","0,5795"
"","104,3000","1,7380","1,9572","0,5797"
"","104,3200","1,7383","1,9584","0,5798"
"","104,3400","1,7387","1,9592","0,5799"
"","104,3600","1,7390","1,9586","0,5800"
"","104,3800","1,7393","1,9587","0,5801"
"","104,4000","1,7396","1,9596","0,5803"
"","104,4200","1,7400","1,9598","0,5804"
"","104,4400","1,7403","1,9594","0,5805"
"","104,4600","1,7406","1,9593","0,5806"
"","104,4800","1,7410","1,9596","0,5808"
"","104,5000","1,7413","1,9599","0,5810"
"","104,5200","1,7417","1,9601","0,5811"
"","104,5400","1,7420","1,9605","0,5813"
"","104,5600","1,7424","1,9610","0,5814"
"","104,5800","1,7427","1,9605","0,5815"
"","104,6000","1,7430","1,9607","0,5817"
"","104,6200","1,7434","1,9613","0,5818"
"","104,6400","1,7437","1,9615","0,5819"
"","104,6600","1,7440","1,9615","0,5820"
"","104,6800","1,7443","1,9618","0,5821"
"","104,7000","1,7447","1,9611","0,5823"
"","104,7200","1,7450","1,9619","0,5824"
"","104,7400","1,7453","1,9627","0,5826"
"","104,7600","1,7456","1,9620","0,5827"
"","104,7800","1,7460","1,9624","0,5828"
"","104,8000","1,7463","1,9626","0,5829"
"","104,8200","1,7466","1,9626","0,5830"
"","104,8400","1,7469","1,9631","0,5832"
"","104,8600","1,7473","1,9645","0,5833"
"","104,8800","1,7476","1,9648","0,5834"
"","104,9000","1,7480","1,9647","0,5836"
"","104,9200","1,7483","1,9645","0,5838"
"","104,9400","1,7487","1,9655","0,5839"
"","104,9600","1,7490","1,9658","0,5841"
"","104,9800","1,7494","1,9664","0,5842"
"","105,0000","1,7497","1,9660","0,5843"
"","105,0200","1,7500","1,9658","0,5844"
"","105,0400","1,7504","1,9653","0,5846"
"","105,0600","1,7507","1,9648","0,5847"
"","105,0800","1,7510","1,9663","0,5848"
"","105,1000","1,7514","1,9674","0,5850"
"","105,1200","1,7517","1,9678","0,5851"
"","105,1400","1,7520","1,9677","0,5852"
"","105,1600","1,7523","1,9671","0,5854"
"","105,1800","1,7527","1,9677","0,5855"
"","105,2000","1,7530","1,9676","0,5856"
"","105,2200","1,7533","1,9680","0,5857"
"","105,2400","1,7536","1,9686","0,5859"
"","105,2600","1,7540","1,9688","0,5860"
"","105,2800","1,7543","1,9685","0,5861"
"","105,3000","1,7547","1,9691","0,5863"
"","105,3200","1,7550","1,9699","0,5864"
"","105,3400","1,7554","1,9698","0,5866"
"","105,3600","1,7557","1,9701","0,5867"
"","105,3800","1,7561","1,9701","0,5869"
"","105,4000","1,7564","1,9702","0,5870"
"","105,4200","1,7567","1,9706","0,5871"
"","105,4400","1,7570","1,9712","0,5873"
"","105,4600","1,7574","1,9716","0,5874"
"","105,4800","1,7577","1,9713","0,5875"
"","105,5000","1,7580","1,9715","0,5877"
"","105,5200","1,7584","1,9727","0,5878"
"","105,5400","1,7587","1,9725","0,5879"
"","105,5600","1,7590","1,9723","0,5881"
"","105,5800","1,7593","1,9722","0,5882"
"","105,6000","1,7596","1,9725","0,5883"
"","105,6200","1,7599","1,9730","0,5884"
"","105,6400","1,7603","1,9727","0,5885"
"","105,6600","1,7606","1,9730","0,5887"
"","105,6800","1,7610","1,9733","0,5889"
"","105,7000","1,7613","1,9735","0,5890"
"","105,7200","1,7617","1,9736","0,5891"
"","105,7400","1,7620","1,9738","0,5892"
"","105,7600","1,7624","1,9746","0,5894"
"","105,7800","1,7627","1,9752","0,5896"
"","105,8000","1,7630","1,9748","0,5897"
"","105,8200","1,7634","1,9743","0,5898"
"","105,8400","1,7637","1,9752","0,5899"
"","105,8600","1,7640","1,9751","0,5901"
"","105,8800","1,7643","1,9751","0,5902"
"","105,9000","1,7647","1,9761","0,5903"
"","105,9200","1,7650","1,9759","0,5904"
"","105,9400","1,7653","1,9764","0,5905"
"","105,9600","1,7657","1,9769","0,5907"
"","105,9800","1,7660","1,9766","0,5908"
"","106,0000","1,7663","1,9763","0,5909"
"","106,0200","1,7666","1,9770","0,5911"
"","106,0400","1,7669","1,9771","0,5912"
"","106,0600","1,7673","1,9770","0,5914"
"","106,0800","1,7676","1,9770","0,5915"
"","106,1000","1,7680","1,9780","0,5917"
"","106,1200","1,7683","1,9787","0,5918"
"","106,1400","1,7687","1,9784","0,5920"
"","106,1600","1,7690","1,9782","0,5921"
"","106,1800","1,7693","1,9781","0,5922"
"","106,2000","1,7697","1,9791","0,5923"
"","106,2200","1,7700","1,9797","0,5925"
"","106,2400","1,7703","1,9804","0,5926"
"","106,2600","1,7707","1,9805","0,5927"
"","106,2800","1,7710","1,9800","0,5929"
"","106,3000","1,7713","1,9812","0,5930"
"","106,3200","1,7717","1,9811","0,5931"
"","106,3400","1,7720","1,9806","0,5933"
"","106,3600","1,7723","1,9811","0,5934"
"","106,3800","1,7726","1,9807","0,5935"
"","106,4000","1,7729","1,9797","0,5936"
"","106,4200","1,7732","1,9803","0,5937"
"","106,4400","1,7736","1,9819","0,5939"
"","106,4600","1,7739","1,9822","0,5940"
"","106,4800","1,7743","1,9828","0,5942"
"","106,5000","1,7747","1,9839","0,5943"
"","106,5200","1,7750","1,9835","0,5945"
"","106,5400","1,7754","1,9829","0,5947"
"","106,5600","1,7757","1,9838","0,5948"
"","106,5800","1,7761","1,9844","0,5950"
"","106,6000","1,7764","1,9833","0,5951"
"","106,6200","1,7767","1,9836","0,5952"
"","106,6400","1,7771","1,9842","0,5954"
"","106,6600","1,7774","1,9838","0,5955"
"","106,6800","1,7777","1,9831","0,5956"
"","106,7000","1,7780","1,9843","0,5958"
"","106,7200","1,7783","1,9854","0,5959"
"","106,7400","1,7787","1,9856","0,5960"
"","106,7600","1,7790","1,9855","0,5961"
"","106,7800","1,7793","1,9856","0,5963"
"","106,8000","1,7796","1,9853","0,5964"
"","106,8200","1,7799","1,9858","0,5965"
"","106,8400","1,7803","1,9869","0,5967"
"","106,8600","1,7806","1,9864","0,5968"
"","106,8800","1,7810","1,9862","0,5970"
"","106,9000","1,7813","1,9870","0,5971"
"","106,9200","1,7817","1,9866","0,5973"
"","106,9400","1,7821","1,9869","0,5974"
"","106,9600","1,7824","1,9877","0,5975"
"","106,9800","1,7827","1,9876","0,5976"
"","107,0000","1,7830","1,9879","0,5978"
"","107,0200","1,7834","1,9881","0,5980"
"","107,0400","1,7837","1,9879","0,5981"
"","107,0600","1,7840","1,9879","0,5982"
"","107,0800","1,7843","1,9889","0,5983"
"","107,1000","1,7847","1,9893","0,5984"
"","107,1200","1,7850","1,9900","0,5986"
"","107,1400","1,7853","1,9901","0,5987"
"","107,1600","1,7856","1,9903","0,5989"
"","107,1800","1,7860","1,9897","0,5990"
"","107,2000","1,7863","1,9892","0,5991"
"","107,2200","1,7866","1,9909","0,5992"
"","107,2400","1,7869","1,9914","0,5994"
"","107,2600","1,7873","1,9914","0,5995"
"","107,2800","1,7876","1,9918","0,5997"
"","107,3000","1,7880","1,9917","0,5998"
"","107,3200","1,7884","1,9918","0,6000"
"","107,3400","1,7887","1,9915","0,6001"
"","107,3600","1,7890","1,9925","0,6002"
"","107,3800","1,7893","1,9925","0,6004"
"","107,4000","1,7897","1,9921","0,6005"
"","107,4200","1,7900","1,9919","0,6006"
"","107,4400","1,7903","1,9921","0,6008"
"","107,4600","1,7906","1,9923","0,6009"
"","107,4800","1,7910","1,9926","0,6010"
"","107,5000","1,7913","1,9928","0,6011"
"","107,5200","1,7916","1,9936","0,6012"
"","107,5400","1,7919","1,9942","0,6014"
"","107,5600","1,7923","1,9944","0,6015"
